sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Gosan,126.17,33.28,gsn233n0.dat,375.17,375.72,375.78,378.89,373.73,371.91,365.84,370.1,371.33,374.43,376.2,376.98,375.58,379.12,377.66,379.1,377.49,371.75,368.05,362.05,364.89,371.5,375.7,375.43,379.05,378.76,378.47,378.37,381.97,371.66,372.85,369.38,366.57,375.6,375.96,378.06,381.32,383.46,384.6,384.58,383.25,374.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Hateruma Island,123.82,24.05,hat224n0.dat,372.59,373.33,374.07,374.6,373.48,371.33,369.72,368.77,365.57,368.19,370.58,372.89,374.18,374.54,376.09,376.14,375.44,373.12,371.38,368.56,367.83,371.69,373.14,374.75,376.3,377.09,376.56,377.49,376.7,375.12,373.67,371.68,371.14,373.94,375.44,376.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Halley,-26.18,-75.62,hba775s0.dat,365.9,365.93,366.1,366.22,366.31,366.48,366.93,367.35,367.53,367.67,367.73,367.55,367.31,367.25,367.38,367.7,367.99,368.27,368.81,369.39,369.71,369.98,370.11,369.8,369.29,369.19,369.42,369.64,369.91,370.28,370.79,371.34,371.75,371.92,371.96,371.83,371.63,371.63,371.74,372.05,372.43,372.72,373.1,373.59,373.89,373.87,373.86,373.87,373.65,373.49,373.77,374.04,374.26,374.66,375.08,375.52,375.71,375.74,375.74,375.54,375.32,375.3,375.38,375.65,376.19,376.72,377.21,377.7,377.96,378.01,378.01,377.8,377.45,377.45,377.67,377.85,378.14,378.46,378.81,379.19,379.41,379.58,379.58,379.4,379.28,379.33,379.51,379.88,380.16,380.42,380.95,381.46,381.67,381.78,381.85,381.88,381.77,381.68,381.83,381.96,382.02,382.3,382.81,383.28,383.6,383.73,383.76,383.52,383.33,383.35,383.33,383.42,383.68,384.04,384.42,384.79,385.16,385.39,385.32,385.07,384.74,384.41,384.44,384.77,385.17,385.69,386.32,387.06,387.42,387.47,387.5,387.3,386.97,386.7,386.69,386.89,387.21,387.56,387.94,388.43,388.79,388.99,389.06,388.89,388.63,388.61,388.66,388.84,389.14,389.47,390.11,390.78,391.12,391.26,391.18,390.92,390.78,390.85,391.13,391.64,392.09,392.48,393.04,393.62,393.9,393.98,394.0,393.81,393.55,393.49,393.58,393.81,394.09,394.51,395.04,395.48,395.84,395.96,395.87,NaN,395.43,395.5,395.69,396.07,396.5,396.95,397.45,398.04,398.44,398.57,398.59,398.57,398.41,398.23,398.59,399.3,400.0,400.56,401.1,401.54,401.74,401.81,401.68,401.44,401.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Hok Tsui / Cape d Aguilar,114.25,22.22,hkg222n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,405.3,400.8,401.2,396.2,390.1,377.8,376.3,379.3,381.4,389.8,390.3,398.2,408.0,404.6,404.2,398.4,388.9,391.4,385.4,388.0,385.9,396.9,396.7,NaN,414.1,403.5,403.6,406.4,398.6,402.1,391.5,402.4,382.8,400.7,401.8,409.9,407.7,403.6,412.2,393.4,394.1,388.1,387.0,389.0,390.6,397.9,405.1,412.0,416.1,414.7,408.2,404.9,395.1,390.4,394.7,394.7,390.4,399.2,408.6,416.5,418.4,412.8,415.0,410.6,408.3,395.5,393.7,397.3,410.7,407.1,410.3,414.9,410.1,412.1,414.4,410.5,411.2,396.2,396.6,392.8,396.6,403.8,411.8,416.5
 Hohenpeissenberg,11.02,47.8,hpb647n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385.54,379.77,376.17,374.04,373.26,379.07,383.35,385.27,388.6,389.59,390.83,390.69,384.32,379.97,379.83,378.08,376.15,379.57,386.69,389.91,392.87,396.09,396.03,395.36,391.13,386.16,385.55,379.46,373.09,374.94,381.67,390.57,395.73,396.82,396.09,394.05,390.89,386.36,382.79,379.33,376.35,378.64,385.28,392.09,395.88,399.1,400.98,397.37,392.82,391.2,392.96,386.48,379.31,383.12,393.57,402.49,399.01,398.63,405.96,401.73,392.28,389.15,386.37,383.42,381.8,384.12,394.4,399.49,398.66,407.4,410.22,400.62,395.32,393.5,387.47,380.99,381.34,387.0,394.59,402.48,400.74,402.84,411.91,411.48,405.15,397.5,389.88,388.42,389.01,387.79,393.54,401.46,403.53,403.04,404.73,402.95,398.16,395.97,394.44,390.14,386.02,389.94,398.81,406.9,408.95,406.92,407.81,406.86,403.04,400.45,396.6,394.08,394.68,395.72,402.11,404.28,405.88,408.85,409.04,410.55,408.01,402.05,396.8,394.15,394.18,399.05,406.26,409.31,411.82,415.64,414.79,410.81,409.45,407.03,401.66,397.69,392.03,392.94,403.14,411.01,412.68
 Hegyhatsal,16.65,46.95,hun646n0.dat,381.31,379.73,376.77,374.36,367.88,365.02,365.12,363.72,369.74,373.73,380.71,394.52,391.86,383.65,381.54,374.92,368.13,364.88,362.02,363.72,370.79,380.1,387.41,391.12,389.94,385.37,382.66,378.27,369.9,365.72,365.23,364.32,367.72,375.93,383.49,390.95,393.08,391.88,388.33,381.36,373.81,370.41,370.63,370.71,372.35,380.39,387.88,388.5,390.94,392.76,388.8,383.44,377.51,370.68,367.77,368.38,372.22,379.86,394.01,397.63,392.02,391.26,391.65,386.79,378.53,373.62,372.02,369.99,373.23,384.53,395.81,400.42,399.72,396.3,393.18,388.58,381.38,375.5,372.9,370.29,375.94,384.94,391.61,397.82,397.78,394.48,390.82,386.07,381.45,380.06,377.92,373.41,377.52,390.83,397.23,401.13,402.9,398.2,394.9,389.63,380.77,376.7,376.06,375.37,382.4,394.74,399.44,400.51,402.62,400.52,397.5,391.63,385.73,381.79,376.52,375.87,380.06,391.91,402.41,406.8,411.91,408.45,399.67,393.73,387.58,382.75,379.39,378.1,385.23,396.21,403.83,405.43,407.47,407.65,402.71,396.5,389.89,384.34,381.36,381.29,384.99,400.26,420.03,413.4,405.85,408.12,403.13,398.03,391.12,384.16,385.29,388.27,392.61,401.51,409.94,412.83,413.8,413.04,410.3,403.17,392.56,386.8,387.76,389.87,391.8,399.75,406.48,414.1,422.37,417.7,408.35,401.49,394.98,393.37,393.56,390.24,392.2,401.34,409.76,414.33,416.15,414.06,409.39,404.34,397.8,393.02,394.09,395.19,398.67,411.64,418.55,421.19,421.26,417.47,413.7,408.18,401.41,396.47,394.58,394.79,400.79,413.62,423.34,423.14,431.11,429.8,415.94,410.35,405.58,399.29,399.41,399.21,399.81,410.11,420.56,422.35
 Storhofdi,-20.28,63.4,ice663n0.dat,372.98,373.59,374.71,374.99,374.1,371.15,365.49,361.11,361.81,367.15,371.03,372.75,374.07,375.3,376.32,376.8,376.11,372.27,366.03,362.19,364.73,369.35,372.96,375.81,376.85,377.3,377.91,378.26,377.51,373.76,368.61,364.35,365.86,372.09,376.21,377.21,378.7,379.37,380.08,381.09,380.42,376.71,371.71,367.98,369.49,374.12,378.74,380.94,381.44,381.48,381.9,382.97,382.1,379.21,374.17,368.87,369.05,374.53,379.19,381.69,382.61,382.46,383.07,384.49,384.69,381.54,374.81,370.39,371.71,376.42,380.84,383.21,384.36,385.46,386.71,387.6,387.12,384.3,378.76,374.1,374.61,379.62,383.83,386.25,387.09,388.01,388.92,388.9,388.22,385.04,378.95,374.42,375.89,380.81,384.91,387.45,389.5,390.89,391.71,391.95,390.58,387.04,382.1,377.73,377.71,382.22,387.04,389.42,390.91,391.67,392.42,393.06,392.55,389.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,399.06,394.51,397.15,402.86,406.56,409.23,410.43,411.49,412.71,412.09,410.56,406.34,399.76,395.51,396.75,403.57,408.87,411.29
 Iza̱a (Tenerife),-16.5,28.32,izo128n1.dat,370.77,370.74,371.72,373.03,373.17,371.8,369.38,366.47,365.99,367.35,369.05,370.96,371.36,372.15,374.29,374.43,374.4,373.46,370.97,368.15,367.61,368.45,370.94,372.57,373.74,374.75,376.03,376.54,376.3,375.23,372.66,370.83,370.12,370.61,372.8,374.01,376.14,376.9,377.74,378.84,378.95,377.8,376.03,373.32,372.13,373.9,375.71,377.13,377.93,379.61,380.3,381.09,380.74,379.62,377.77,374.57,373.04,374.31,377.89,379.73,379.95,382.01,382.05,382.73,382.99,381.3,378.47,376.01,375.94,377.24,379.84,381.25,382.96,383.37,384.26,385.42,385.31,384.02,381.67,379.36,378.27,379.28,381.04,382.83,383.31,384.75,385.74,386.8,386.57,384.67,383.18,380.62,379.8,381.4,383.15,384.89,385.75,387.13,388.25,389.06,389.06,387.8,385.14,382.92,380.93,382.96,384.89,386.66,387.94,388.64,389.35,390.35,390.43,389.34,387.49,383.95,382.97,384.04,385.91,388.05,389.48,390.5,391.12,392.49,392.61,390.65,388.55,386.54,385.94,387.3,388.82,391.21,392.47,393.48,395.08,394.86,394.98,393.91,390.74,388.74,387.49,388.94,391.11,392.01,393.26,395.18,395.48,396.67,396.33,395.06,393.13,391.06,390.06,391.18,393.71,395.01,396.07,397.56,398.26,399.6,399.83,399.06,396.52,393.19,392.46,393.56,395.75,397.95,398.9,399.6,400.58,401.57,401.75,400.38,397.52,395.53,394.35,395.67,398.2,399.59,401.02,402.1,403.0,403.33,403.39,402.33,399.89,396.85,396.7,398.81,400.36,401.74,403.37,404.84,405.98,406.92,407.23,405.83,403.36,400.61,400.42,401.67,404.52,406.34,406.78,408.08,408.87,409.49,409.91,408.26,405.17,403.05,401.83,403.81,405.25,407.52
 Jungfraujoch,7.98,46.55,jfj646n1.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,380.09,381.18,384.99,383.25,384.17,381.99,380.33,375.37,373.77,376.52,378.15,383.2,382.87,383.44,385.01,386.33,385.96,NaN,NaN,378.88,376.39,379.0,380.71,382.57,384.19,385.32,386.9,388.99,386.95,386.56,382.53,380.16,377.77,378.5,383.51,387.25,387.53,388.86,388.74,391.0,392.03,388.61,385.66,382.15,380.19,382.05,382.68,385.55,388.77,388.71,393.48,392.8,391.96,390.21,386.83,383.89,382.97,383.17,386.13,388.9,392.18,392.5,394.06,394.05,393.92,392.37,389.06,385.8,384.62,385.46,389.12,393.09,393.78,393.5,396.33,396.42,394.9,393.12,391.9,386.58,386.43,386.88,388.85,392.04,393.76,395.87,396.96,396.76,398.08,395.91,394.0,389.86,388.71,389.55,392.85,395.87,397.43,398.67,401.65,401.14,401.45,399.36,396.01,391.68,389.84,391.78,395.23,398.89,398.99,401.04,402.42,402.36,401.84,401.6,396.74,394.81,391.27,394.03,397.2,400.2,401.36,402.82,404.19,404.4,404.41,402.93,399.12,397.57,394.77,395.7,399.8,401.41,402.39,405.38,406.95,407.77,407.44,405.45,402.84,400.81,398.42,399.78,403.93,406.48,406.43,409.19,409.47,409.82,410.68,409.39,406.67,402.83,401.65,400.58,404.17,407.49,409.96
 Key Biscane (FL),-80.2,25.67,key425n0.dat,371.87,374.3,373.37,373.05,373.05,371.77,370.04,367.32,366.23,368.27,371.94,373.6,373.96,376.22,377.12,376.06,374.8,373.29,371.67,369.32,368.33,369.39,371.14,373.77,375.2,375.13,376.15,376.75,376.88,375.61,372.62,370.66,369.96,371.89,374.99,376.53,378.17,379.74,380.05,380.0,379.44,378.29,376.39,373.84,373.41,375.92,377.57,377.94,380.15,381.19,381.49,382.04,381.0,379.95,378.45,375.55,373.85,375.46,377.27,379.62,382.28,382.28,382.46,383.59,383.25,380.89,379.3,379.1,377.83,377.87,381.14,383.98,383.91,383.73,NaN,NaN,NaN,384.16,381.88,379.57,378.51,380.16,382.26,383.02,384.57,387.17,388.5,387.94,386.76,385.53,383.69,381.05,379.91,381.48,383.48,385.62,388.18,388.7,388.9,389.86,389.41,387.82,386.79,384.85,382.5,383.53,386.67,388.26,389.35,390.71,391.03,391.44,391.51,390.45,387.98,384.79,382.78,384.81,387.93,389.22,390.96,392.34,392.36,392.76,393.08,392.06,389.72,387.3,386.52,388.5,390.94,392.43,393.08,394.45,395.74,394.79,394.06,394.08,392.46,390.12,389.03,390.69,394.1,394.59,394.38,396.02,396.33,395.85,396.35,395.72,393.96,391.78,390.69,393.38,395.81,395.9,397.1,399.27,400.2,400.3,400.31,399.17,396.88,393.79,392.45,394.78,397.79,398.46,398.64,399.86,401.03,401.76,401.74,400.6,398.59,396.42,395.04,396.44,399.11,400.43,402.06,402.52,402.48,403.8,404.17,403.12,401.36,399.05,397.9,399.04,400.61,403.18,405.88,406.59,407.15,407.94,408.33,407.0,403.71,401.87,401.79,403.58,406.47,407.28,407.49,408.43,409.86,410.43,409.8,408.5,406.29,403.96,402.93,403.59,406.0,408.15
 Cape Kumukahi (HI),-154.82,19.52,kum519n0.dat,369.68,370.62,372.15,373.08,373.4,372.51,369.52,366.53,366.1,367.24,368.79,370.1,371.82,372.52,372.54,373.89,374.96,373.54,370.75,368.44,367.48,368.58,370.87,372.11,373.27,374.58,375.56,376.49,376.13,374.47,372.53,370.05,368.98,370.86,373.12,375.27,377.2,377.73,377.63,378.51,379.81,379.06,375.79,372.45,372.57,374.48,375.53,376.54,378.1,379.23,379.79,380.78,381.26,380.25,378.68,377.03,375.16,375.36,377.37,377.75,378.39,381.29,383.21,383.5,383.89,382.13,378.98,376.43,375.87,377.01,378.71,380.53,382.48,383.51,384.09,385.42,386.41,385.27,382.56,378.85,377.34,379.12,381.6,382.79,384.19,385.52,385.61,386.48,387.27,385.99,383.36,381.33,381.1,381.78,382.71,384.14,386.17,387.54,388.08,389.69,390.79,388.97,385.97,383.9,382.73,383.11,384.57,386.4,388.1,389.09,389.33,390.19,391.29,389.69,386.6,384.74,383.46,384.42,386.67,388.14,389.54,391.61,392.42,393.16,394.36,392.69,388.82,386.2,386.27,388.51,390.37,390.94,392.59,393.52,393.75,395.47,396.17,393.9,390.77,388.81,387.73,388.73,391.89,393.47,394.02,395.49,396.57,397.53,398.13,396.14,393.1,391.4,390.87,392.18,393.87,394.95,396.5,398.29,399.71,399.79,400.47,399.82,396.14,393.55,392.47,394.1,396.98,397.72,398.64,399.51,400.19,401.73,402.51,401.27,398.05,395.29,395.1,396.5,398.51,400.19,401.69,402.8,403.23,403.93,404.22,402.84,399.72,397.3,397.06,398.67,400.48,402.5,405.66,407.03,406.66,407.56,408.28,406.4,403.27,400.57,399.82,401.5,404.02,405.71,407.68,408.77,408.76,409.24,409.95,409.32,406.49,402.68,401.83,403.77,406.54,408.36
 Sary Taukum,77.57,44.45,kzd244n0.dat,377.0,377.21,376.81,373.82,370.03,367.36,364.98,362.2,363.65,371.29,376.8,377.51,378.79,379.38,377.48,376.26,374.21,368.4,364.4,365.05,367.52,372.22,378.5,384.8,384.48,381.07,378.65,379.14,379.77,374.8,370.6,370.96,372.95,378.57,382.83,383.19,383.54,383.78,384.0,384.07,383.46,380.1,373.17,371.16,373.97,378.26,384.15,385.95,385.3,385.33,384.73,384.03,382.59,380.12,376.58,370.72,371.87,381.42,NaN,NaN,NaN,NaN,386.77,384.64,380.57,378.29,376.01,375.16,376.36,381.15,388.09,392.05,393.44,391.09,388.64,386.1,382.29,380.2,377.91,374.93,378.25,386.77,391.04,392.51,393.83,393.66,390.57,385.92,384.28,383.41,381.15,378.45,380.7,386.5,390.54,394.57,395.69,395.92,394.37,390.98,389.55,386.14,382.86,381.0,382.84,387.08,392.31,396.79,396.51,395.44,393.8,390.03,388.51,386.72,382.26,379.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Plateau Assy,77.88,43.25,kzm243n0.dat,372.69,374.51,373.59,372.21,367.55,362.32,361.34,363.03,366.68,369.82,371.97,373.95,375.21,374.86,375.1,374.56,369.95,365.25,364.46,366.24,369.71,372.9,373.41,373.91,376.41,377.89,378.54,378.12,373.21,367.29,364.1,365.97,370.18,373.08,375.37,378.01,377.99,379.0,383.17,383.93,378.51,372.88,370.52,370.94,373.13,377.94,380.02,378.97,380.98,382.77,384.31,383.59,378.16,372.0,369.1,370.9,373.86,375.29,NaN,NaN,NaN,NaN,384.33,382.8,379.05,373.94,371.43,372.84,375.89,378.46,381.03,383.69,384.76,385.1,386.09,385.15,381.09,376.62,373.19,373.86,378.95,381.29,383.19,385.31,384.79,385.77,387.77,386.11,381.45,378.41,376.37,376.93,381.07,382.96,384.41,386.85,388.41,390.07,391.59,390.7,385.58,380.99,378.92,379.06,382.29,385.59,386.57,388.24,389.91,390.38,390.97,391.63,387.39,381.46,379.59,380.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
