1977 04  336.190 -99    21   0.580 ...  1.000000  0.000000
1977 05  336.920 -99    20   0.320 ...  1.000000  0.000000
1977 06  336.140 -99    22   0.400 ...  1.000000  0.000000
1977 07  334.770 -99    21   0.660 ...  1.000000  0.000000
1977 08  332.620 -99    18   0.570 ...  1.000000  0.000000
1977 09  331.270 -99    19   0.540 ...  1.000000  0.000000
1977 10  331.280 -99    23   0.330 ...  1.000000  0.000000
1977 11  332.420 -99    21   0.490 ...  1.000000  0.000000
1977 12  333.630 -99    26   0.550 ...  1.000000  0.000000
1978 01  334.980 -99    22   0.610 ...  1.000000  0.000000
1978 02  335.260 -99    25   0.560 ...  1.000000  0.000000
1978 03  336.650 -99    28   0.750 ...  1.000000  0.000000
1978 04  337.730 -99    18   0.480 ...  1.000000  0.000000
1978 05  338.020 -99    26   0.450 ...  1.000000  0.000000
1978 06  337.950 -99    17   0.500 ...  1.000000  0.000000
1978 07  336.310 -99    22   0.560 ...  1.000000  0.000000
1978 08  334.650 -99    19   0.520 ...  1.000000  0.000000
1978 09  332.350 -99    17   0.770 ...  1.000000  0.000000
1978 10  332.380 -99    23   0.460 ...  1.000000  0.000000
1978 11  333.750 -99    24   0.340 ...  1.000000  0.000000
1978 12  334.950 -99    27   0.440 ...  1.000000  0.000000
1979 01  336.110 -99    27   0.870 ...  1.000000  0.000000
1979 02  336.710 -99    26   0.330 ...  1.000000  0.000000
1979 03  338.300 -99    21   0.890 ...  1.000000  0.000000
1979 04  339.060 -99    21   0.550 ...  1.000000  0.000000
1979 05  339.230 -99    12   0.550 ...  1.000000  0.000000
1979 06  339.340 -99    19   0.430 ...  1.000000  0.000000
1979 07  337.520 -99    26   0.770 ...  1.000000  0.000000
1979 08  335.740 -99    23   0.900 ...  1.000000  0.000000
1979 09  333.900 -99    19   0.720 ...  1.000000  0.000000
1979 10  334.210 -99    24   0.290 ...  1.000000  0.000000
1979 11  335.340 -99    27   0.520 ...  1.000000  0.000000
1979 12  336.740 -99    22   0.420 ...  1.000000  0.000000
1980 01  337.900 -99    29   0.640 ...  1.000000  0.000000
1980 02  338.370 -99    26   0.520 ...  1.000000  0.000000
1980 03  340.040 -99    25   0.710 ...  1.000000  0.000000
1980 04  340.950 -99    24   0.380 ...  1.000000  0.000000
1980 05  341.470 -99    25   0.520 ...  1.000000  0.000000
1980 06  341.360 -99    22   0.570 ...  1.000000  0.000000
1980 07  339.260 -99    21   0.860 ...  1.000000  0.000000
1980 08  337.760 -99    17   1.030 ...  1.000000  0.000000
1980 09  336.190 -99    17   0.770 ...  1.000000  0.000000
1980 10  336.170 -99    25   0.450 ...  1.000000  0.000000
1980 11  337.290 -99    24   0.340 ...  1.000000  0.000000
1980 12  338.460 -99    19   0.310 ...  1.000000  0.000000
1981 01  339.280 -99    28   0.510 ...  1.000000  0.000000
1981 02  340.550 -99    25   0.810 ...  1.000000  0.000000
1981 03  341.640 -99    25   0.680 ...  1.000000  0.000000
1981 04  342.540 -99    24   0.380 ...  1.000000  0.000000
1981 05  343.030 -99    30   0.160 ...  1.000000  0.000000
1981 06  342.520 -99    25   0.420 ...  1.000000  0.000000
1981 07  340.820 -99    24   0.580 ...  1.000000  0.000000
1981 08  338.540 -99    26   0.910 ...  1.000000  0.000000
1981 09  336.960 -99    27   0.650 ...  1.000000  0.000000
1981 10  337.060 -99    28   0.560 ...  1.000000  0.000000
1981 11  338.520 -99    25   0.560 ...  1.000000  0.000000
1981 12  339.850 -99    19   0.360 ...  1.000000  0.000000
1982 01  340.980 -99    27   0.490 ...  1.000000  0.000000
1982 02  341.730 -99    23   0.490 ...  1.000000  0.000000
1982 03  342.650 -99    18   0.390 ...  1.000000  0.000000
1982 04  343.960 -99     8   0.850 ...  1.000000  0.000000
1982 05  344.630 -99    26   0.330 ...  1.000000  0.000000
1982 06  343.780 -99    26   0.410 ...  1.000000  0.000000
1982 07  342.380 -99    28   0.600 ...  1.000000  0.000000
1982 08  340.170 -99    24   1.060 ...  1.000000  0.000000
1982 09  338.250 -99    21   0.910 ...  1.000000  0.000000
1982 10  338.290 -99    26   0.670 ...  1.000000  0.000000
1982 11  339.620 -99    25   0.610 ...  1.000000  0.000000
1982 12  340.890 -99    26   0.570 ...  1.000000  0.000000
1983 01  341.700 -99    28   0.420 ...  1.000000  0.000000
1983 02  342.930 -99    24   0.450 ...  1.000000  0.000000
1983 03  343.300 -99    26   0.980 ...  1.000000  0.000000
1983 04  345.300 -99    24   0.540 ...  1.000000  0.000000
1983 05  346.030 -99    28   0.560 ...  1.000000  0.000000
1983 06  345.630 -99    20   0.480 ...  1.000000  0.000000
1983 07  344.250 -99    20   0.910 ...  1.000000  0.000000
1983 08  342.270 -99    16   0.800 ...  1.000000  0.000000
1983 09  340.350 -99    15   0.420 ...  1.000000  0.000000
1983 10  340.300 -99    20   0.420 ...  1.000000  0.000000
1983 11  341.570 -99    26   0.400 ...  1.000000  0.000000
1983 12  343.130 -99    19   0.590 ...  1.000000  0.000000
1984 01  344.100 -99    23   0.450 ...  1.000000  0.000000
1984 02  344.810 -99    23   0.300 ...  1.000000  0.000000
1984 03  345.450 -99    19   0.400 ...  1.000000  0.000000
1984 04  347.320 -99     2   0.060 ...  1.000000  0.000000
1984 05  347.630 -99    21   0.430 ...  1.000000  0.000000
1984 06  346.940 -99    21   0.440 ...  1.000000  0.000000
1984 07  345.610 -99    21   0.650 ...  1.000000  0.000000
1984 08  343.560 -99    12   1.010 ...  1.000000  0.000000
1984 09  341.370 -99    14   0.640 ...  1.000000  0.000000
1984 10  341.630 -99    12   0.430 ...  1.000000  0.000000
1984 11  342.980 -99    18   0.690 ...  1.000000  0.000000
1984 12  344.750 -99    12   0.760 ...  1.000000  0.000000
1985 01  345.230 -99    23   0.320 ...  1.000000  0.000000
1985 02  346.160 -99    17   0.450 ...  1.000000  0.000000
1985 03  347.730 -99    16   0.630 ...  1.000000  0.000000
1985 04  348.260 -99    19   0.650 ...  1.000000  0.000000
1985 05  349.070 -99    24   0.520 ...  1.000000  0.000000
1985 06  348.340 -99    23   0.590 ...  1.000000  0.000000
1985 07  346.810 -99    18   0.560 ...  1.000000  0.000000
1985 08  344.880 -99    18   0.700 ...  1.000000  0.000000
1985 09  343.260 -99    25   0.890 ...  1.000000  0.000000
1985 10  343.160 -99    20   0.530 ...  1.000000  0.000000
1985 11  344.530 -99    22   0.730 ...  1.000000  0.000000
1985 12  345.930 -99    25   0.710 ...  1.000000  0.000000
1986 01  346.580 -99    23   0.260 ...  1.000000  0.000000
1986 02  347.280 -99    25   0.520 ...  1.000000  0.000000
1986 03  347.960 -99    17   1.100 ...  1.000000  0.000000
1986 04  349.790 -99    22   0.570 ...  1.000000  0.000000
1986 05  350.380 -99    18   0.380 ...  1.000000  0.000000
1986 06  349.940 -99    17   0.480 ...  1.000000  0.000000
1986 07  348.210 -99    20   0.700 ...  1.000000  0.000000
1986 08  346.100 -99    18   0.630 ...  1.000000  0.000000
1986 09  345.120 -99    17   0.660 ...  1.000000  0.000000
1986 10  344.470 -99    26   0.410 ...  1.000000  0.000000
1986 11  345.980 -99    23   0.430 ...  1.000000  0.000000
1986 12  347.140 -99    24   0.250 ...  1.000000  0.000000
1987 01  348.500 -99    26   0.640 ...  1.000000  0.000000
1987 02  348.720 -99    25   0.730 ...  1.000000  0.000000
1987 03  349.720 -99    22   0.670 ...  1.000000  0.000000
1987 04  351.340 -99    26   0.710 ...  1.000000  0.000000
1987 05  352.090 -99    27   0.380 ...  1.000000  0.000000
1987 06  351.600 -99    21   0.370 ...  1.000000  0.000000
1987 07  350.280 -99    16   0.750 ...  1.000000  0.000000
1987 08  348.000 -99    14   0.860 ...  1.000000  0.000000
1987 09  346.470 -99    23   0.660 ...  1.000000  0.000000
1987 10  346.640 -99    22   0.540 ...  1.000000  0.000000
1987 11  347.990 -99    22   0.630 ...  1.000000  0.000000
1987 12  349.160 -99    27   0.400 ...  1.000000  0.000000
1988 01  350.330 -99    24   0.340 ...  1.000000  0.000000
1988 02  351.670 -99    24   0.600 ...  1.000000  0.000000
1988 03  352.360 -99    25   0.770 ...  1.000000  0.000000
1988 04  353.680 -99    27   0.520 ...  1.000000  0.000000
1988 05  354.210 -99    28   0.380 ...  1.000000  0.000000
1988 06  353.670 -99    26   0.460 ...  1.000000  0.000000
1988 07  352.660 -99    27   0.660 ...  1.000000  0.000000
1988 08  350.350 -99    26   0.730 ...  1.000000  0.000000
1988 09  348.920 -99    27   0.490 ...  1.000000  0.000000
1988 10  349.140 -99    26   0.390 ...  1.000000  0.000000
1988 11  350.240 -99    25   0.370 ...  1.000000  0.000000
1988 12  351.400 -99    28   0.620 ...  1.000000  0.000000
1989 01  352.920 -99    27   0.490 ...  1.000000  0.000000
1989 02  353.260 -99    25   0.460 ...  1.000000  0.000000
1989 03  353.960 -99    29   0.690 ...  1.000000  0.000000
1989 04  355.640 -99    28   0.750 ...  1.000000  0.000000
1989 05  355.860 -99    28   0.470 ...  1.000000  0.000000
1989 06  355.350 -99    26   0.520 ...  1.000000  0.000000
1989 07  353.960 -99    25   0.720 ...  1.000000  0.000000
1989 08  351.880 -99    24   1.050 ...  1.000000  0.000000
1989 09  350.070 -99    23   0.830 ...  1.000000  0.000000
1989 10  350.290 -99    25   0.380 ...  1.000000  0.000000
1989 11  351.510 -99    27   0.510 ...  1.000000  0.000000
1989 12  352.810 -99    27   0.500 ...  1.000000  0.000000
1990 01  353.810 -99    25   0.350 ...  1.000000  0.000000
1990 02  355.040 -99    28   0.670 ...  1.000000  0.000000
1990 03  355.740 -99    28   0.620 ...  1.000000  0.000000
1990 04  356.310 -99    28   0.560 ...  1.000000  0.000000
1990 05  357.320 -99    29   0.280 ...  1.000000  0.000000
1990 06  356.360 -99    29   0.640 ...  1.000000  0.000000
1990 07  354.860 -99    30   1.140 ...  1.000000  0.000000
1990 08  352.980 -99    22   0.880 ...  1.000000  0.000000
1990 09  351.300 -99    27   0.670 ...  1.000000  0.000000
1990 10  351.630 -99    28   0.420 ...  1.000000  0.000000
1990 11  353.020 -99    24   0.490 ...  1.000000  0.000000
1990 12  354.350 -99    28   0.640 ...  1.000000  0.000000
1991 01  354.840 -99    28   0.580 ...  1.000000  0.000000
1991 02  355.720 -99    27   0.590 ...  1.000000  0.000000
1991 03  357.240 -99    30   0.740 ...  1.000000  0.000000
1991 04  358.660 -99    30   0.760 ...  1.000000  0.000000
1991 05  359.130 -99    29   0.520 ...  1.000000  0.000000
1991 06  358.140 -99    29   0.410 ...  1.000000  0.000000
1991 07  356.250 -99    24   0.910 ...  1.000000  0.000000
1991 08  353.730 -99    25   0.730 ...  1.000000  0.000000
1991 09  352.240 -99    27   0.630 ...  1.000000  0.000000
1991 10  352.330 -99    27   0.430 ...  1.000000  0.000000
1991 11  353.800 -99    28   0.300 ...  1.000000  0.000000
1991 12  355.140 -99    30   0.540 ...  1.000000  0.000000
1992 01  356.250 -99    31   0.530 ...  1.000000  0.000000
1992 02  357.110 -99    27   0.560 ...  1.000000  0.000000
1992 03  357.840 -99    24   0.950 ...  1.000000  0.000000
1992 04  359.100 -99    27   0.620 ...  1.000000  0.000000
1992 05  359.590 -99    26   0.760 ...  1.000000  0.000000
1992 06  359.330 -99    30   0.760 ...  1.000000  0.000000
1992 07  357.000 -99    26   1.200 ...  1.000000  0.000000
1992 08  355.000 -99    23   0.690 ...  1.000000  0.000000
1992 09  352.930 -99    26   0.950 ...  1.000000  0.000000
1992 10  353.350 -99    29   0.450 ...  1.000000  0.000000
1992 11  354.300 -99    29   0.430 ...  1.000000  0.000000
1992 12  355.570 -99    31   0.620 ...  1.000000  0.000000
1993 01  357.010 -99    28   0.600 ...  1.000000  0.000000
1993 02  357.310 -99    28   0.570 ...  1.000000  0.000000
1993 03  358.490 -99    30   0.700 ...  1.000000  0.000000
1993 04  359.280 -99    25   0.660 ...  1.000000  0.000000
1993 05  360.190 -99    30   0.620 ...  1.000000  0.000000
1993 06  359.520 -99    28   0.420 ...  1.000000  0.000000
1993 07  357.370 -99    25   0.990 ...  1.000000  0.000000
1993 08  355.660 -99    27   0.750 ...  1.000000  0.000000
1993 09  354.010 -99    23   0.690 ...  1.000000  0.000000
1993 10  354.160 -99    28   0.350 ...  1.000000  0.000000
1993 11  355.410 -99    29   0.630 ...  1.000000  0.000000
1993 12  356.910 -99    30   0.580 ...  1.000000  0.000000
1994 01  358.190 -99    27   0.340 ...  1.000000  0.000000
1994 02  358.940 -99    25   0.630 ...  1.000000  0.000000
1994 03  359.970 -99    29   1.110 ...  1.000000  0.000000
1994 04  361.260 -99    28   0.610 ...  1.000000  0.000000
1994 05  361.650 -99    30   0.430 ...  1.000000  0.000000
1994 06  360.830 -99    27   0.360 ...  1.000000  0.000000
1994 07  359.380 -99    31   0.510 ...  1.000000  0.000000
1994 08  357.500 -99    24   0.870 ...  1.000000  0.000000
1994 09  355.740 -99    24   0.730 ...  1.000000  0.000000
1994 10  356.030 -99    28   0.430 ...  1.000000  0.000000
1994 11  357.540 -99    28   0.710 ...  1.000000  0.000000
1994 12  358.950 -99    28   0.540 ...  1.000000  0.000000
1995 01  359.930 -99    30   0.480 ...  1.000000  0.000000
1995 02  360.860 -99    28   0.600 ...  1.000000  0.000000
1995 03  361.810 -99    29   0.810 ...  1.000000  0.000000
1995 04  363.280 -99    29   0.560 ...  1.000000  0.000000
1995 05  363.690 -99    29   0.700 ...  1.000000  0.000000
1995 06  363.200 -99    27   0.650 ...  1.000000  0.000000
1995 07  361.570 -99    28   0.760 ...  1.000000  0.000000
1995 08  359.090 -99    25   1.100 ...  1.000000  0.000000
1995 09  358.140 -99    24   0.710 ...  1.000000  0.000000
1995 10  357.990 -99    29   0.390 ...  1.000000  0.000000
1995 11  359.470 -99    27   0.440 ...  1.000000  0.000000
1995 12  360.700 -99    30   0.610 ...  1.000000  0.000000
1996 01  362.060 -99    29   0.320 ...  1.000000  0.000000
1996 02  363.260 -99    27   0.670 ...  1.000000  0.000000
1996 03  364.170 -99    27   0.710 ...  1.000000  0.000000
1996 04  364.590 -99    29   0.610 ...  1.000000  0.000000
1996 05  365.120 -99    30   0.590 ...  1.000000  0.000000
1996 06  364.920 -99    30   0.450 ...  1.000000  0.000000
1996 07  363.550 -99    31   0.640 ...  1.000000  0.000000
1996 08  361.400 -99    28   0.610 ...  1.000000  0.000000
1996 09  359.580 -99    25   0.890 ...  1.000000  0.000000
1996 10  359.600 -99    29   0.320 ...  1.000000  0.000000
1996 11  360.900 -99    29   0.510 ...  1.000000  0.000000
1996 12  362.270 -99    29   0.460 ...  1.000000  0.000000
1997 01  363.090 -99    31   0.440 ...  1.000000  0.000000
1997 02  364.020 -99    27   0.650 ...  1.000000  0.000000
1997 03  364.510 -99    31   0.700 ...  1.000000  0.000000
1997 04  366.380 -99    21   0.590 ...  1.000000  0.000000
1997 05  366.640 -99    29   0.500 ...  1.000000  0.000000
1997 06  365.530 -99    27   0.390 ...  1.000000  0.000000
1997 07  364.350 -99    24   0.700 ...  1.000000  0.000000
1997 08  362.280 -99    25   0.950 ...  1.000000  0.000000
1997 09  360.310 -99    26   0.790 ...  1.000000  0.000000
1997 10  360.840 -99    27   0.450 ...  1.000000  0.000000
1997 11  362.490 -99    30   0.640 ...  1.000000  0.000000
1997 12  364.380 -99    30   0.530 ...  1.000000  0.000000
1998 01  365.260 -99    30   0.410 ...  1.000000  0.000000
1998 02  365.980 -99    28   0.690 ...  1.000000  0.000000
1998 03  367.240 -99    31   0.920 ...  1.000000  0.000000
1998 04  368.660 -99    29   0.630 ...  1.000000  0.000000
1998 05  369.420 -99    30   0.770 ...  1.000000  0.000000
1998 06  368.970 -99    28   0.420 ...  1.000000  0.000000
1998 07  367.840 -99    23   0.730 ...  1.000000  0.000000
1998 08  365.980 -99    30   0.750 ...  1.000000  0.000000
1998 09  364.030 -99    28   0.600 ...  1.000000  0.000000
1998 10  364.400 -99    30   0.370 ...  1.000000  0.000000
1998 11  365.490 -99    23   0.460 ...  1.000000  0.000000
1998 12  367.190 -99    26   0.440 ...  1.000000  0.000000
1999 01  368.150 -99    27   0.610 ...  1.000000  0.000000
1999 02  369.050 -99    22   0.520 ...  1.000000  0.000000
1999 03  369.700 -99    25   1.180 ...  1.000000  0.000000
1999 04  371.000 -99    29   0.740 ...  1.000000  0.000000
1999 05  370.960 -99    26   0.610 ...  1.000000  0.000000
1999 06  370.330 -99    26   0.520 ...  1.000000  0.000000
1999 07  369.390 -99    27   0.930 ...  1.000000  0.000000
1999 08  366.900 -99    25   0.660 ...  1.000000  0.000000
1999 09  364.800 -99    28   0.660 ...  1.000000  0.000000
1999 10  365.370 -99    31   0.400 ...  1.000000  0.000000
1999 11  366.710 -99    28   0.500 ...  1.000000  0.000000
1999 12  368.110 -99    26   0.460 ...  1.000000  0.000000
2000 01  369.270 -99    26   0.660 ...  1.000000  0.000000
2000 02  369.600 -99    19   0.490 ...  1.000000  0.000000
2000 03  370.590 -99    30   0.560 ...  1.000000  0.000000
2000 04  371.800 -99    27   0.650 ...  1.000000  0.000000
2000 05  371.590 -99    28   0.540 ...  1.000000  0.000000
2000 06  371.700 -99    28   0.320 ...  1.000000  0.000000
2000 07  369.910 -99    25   0.570 ...  1.000000  0.000000
2000 08  368.230 -99    27   0.680 ...  1.000000  0.000000
2000 09  367.010 -99    26   0.450 ...  1.000000  0.000000
2000 10  367.030 -99    30   0.480 ...  1.000000  0.000000
2000 11  368.370 -99    25   0.350 ...  1.000000  0.000000
2000 12  369.690 -99    30   0.350 ...  1.000000  0.000000
2001 01  370.590 -99    30   0.670 ...  1.000000  0.000000
2001 02  371.520 -99    26   0.560 ...  1.000000  0.000000
2001 03  372.420 -99    26   0.450 ...  1.000000  0.000000
2001 04  373.350 -99    29   0.700 ...  1.000000  0.000000
2001 05  373.850 -99    24   0.400 ...  1.000000  0.000000
2001 06  373.170 -99    26   0.350 ...  1.000000  0.000000
2001 07  371.540 -99    25   0.850 ...  1.000000  0.000000
2001 08  369.490 -99    27   0.610 ...  1.000000  0.000000
2001 09  368.190 -99    28   0.570 ...  1.000000  0.000000
2001 10  368.450 -99    31   0.470 ...  1.000000  0.000000
2001 11  369.790 -99    24   0.630 ...  1.000000  0.000000
2001 12  371.230 -99    29   0.530 ...  1.000000  0.000000
2002 01  372.500 -99    28   0.530 ...  1.000000  0.000000
2002 02  373.200 -99    28   0.740 ...  1.000000  0.000000
2002 03  374.070 -99    24   0.660 ...  1.000000  0.000000
2002 04  375.020 -99    29   0.730 ...  1.000000  0.000000
2002 05  375.760 -99    29   0.570 ...  1.000000  0.000000
2002 06  375.540 -99    28   0.520 ...  1.000000  0.000000
2002 07  374.090 -99    26   0.810 ...  1.000000  0.000000
2002 08  371.850 -99    28   1.040 ...  1.000000  0.000000
2002 09  370.730 -99    23   0.740 ...  1.000000  0.000000
2002 10  370.550 -99    31   0.700 ...  1.000000  0.000000
2002 11  372.240 -99    29   0.600 ...  1.000000  0.000000
2002 12  373.790 -99    31   0.730 ...  1.000000  0.000000
2003 01  374.880 -99    30   0.570 ...  1.000000  0.000000
2003 02  375.630 -99    27   0.710 ...  1.000000  0.000000
2003 03  376.440 -99    28   0.690 ...  1.000000  0.000000
2003 04  377.730 -99    27   0.760 ...  1.000000  0.000000
2003 05  378.590 -99    30   0.810 ...  1.000000  0.000000
2003 06  378.240 -99    25   0.400 ...  1.000000  0.000000
2003 07  376.680 -99    29   0.850 ...  1.000000  0.000000
2003 08  374.550 -99    23   0.880 ...  1.000000  0.000000
2003 09  373.140 -99    25   0.360 ...  1.000000  0.000000
2003 10  373.140 -99    30   0.380 ...  1.000000  0.000000
2003 11  374.760 -99    26   0.630 ...  1.000000  0.000000
2003 12  375.930 -99    27   0.510 ...  1.000000  0.000000
2004 01  376.990 -99    30   0.720 ...  1.000000  0.000000
2004 02  377.880 -99    29   0.730 ...  1.000000  0.000000
2004 03  378.900 -99    28   0.890 ...  1.000000  0.000000
2004 04  380.360 -99    26   0.650 ...  1.000000  0.000000
2004 05  380.620 -99    28   0.590 ...  1.000000  0.000000
2004 06  379.770 -99    21   0.490 ...  1.000000  0.000000
2004 07  377.420 -99    25   1.040 ...  1.000000  0.000000
2004 08  376.240 -99    16   0.540 ...  1.000000  0.000000
2004 09  374.310 -99    15   0.480 ...  1.000000  0.000000
2004 10  374.480 -99    29   0.440 ...  1.000000  0.000000
2004 11  376.170 -99    29   0.840 ...  1.000000  0.000000
2004 12  377.500 -99    30   0.360 ...  1.000000  0.000000
2005 01  378.460 -99    31   0.410 ...  1.000000  0.000000
2005 02  379.750 -99    24   0.710 ...  1.000000  0.000000
2005 03  380.820 -99    26   1.120 ...  1.000000  0.000000
2005 04  382.290 -99    26   0.490 ...  1.000000  0.000000
2005 05  382.450 -99    31   0.700 ...  1.000000  0.000000
2005 06  382.230 -99    28   0.500 ...  1.000000  0.000000
2005 07  380.710 -99    29   0.540 ...  1.000000  0.000000
2005 08  378.780 -99    26   0.790 ...  1.000000  0.000000
2005 09  376.680 -99    26   0.720 ...  1.000000  0.000000
2005 10  376.820 -99    14   0.360 ...  1.000000  0.000000
2005 11  378.380 -99    23   0.560 ...  1.000000  0.000000
2005 12  380.090 -99    26   0.530 ...  1.000000  0.000000
2006 01  381.420 -99    24   0.310 ...  1.000000  0.000000
2006 02  382.210 -99    25   0.490 ...  1.000000  0.000000
2006 03  382.680 -99    30   0.430 ...  1.000000  0.000000
2006 04  384.680 -99    25   0.430 ...  1.000000  0.000000
2006 05  385.030 -99    24   0.460 ...  1.000000  0.000000
2006 06  384.050 -99    28   0.540 ...  1.000000  0.000000
2006 07  382.450 -99    24   0.610 ...  1.000000  0.000000
2006 08  380.380 -99    27   0.740 ...  1.000000  0.000000
2006 09  378.820 -99    27   0.380 ...  1.000000  0.000000
2006 10  379.120 -99    23   0.500 ...  1.000000  0.000000
2006 11  380.130 -99    29   0.650 ...  1.000000  0.000000
2006 12  381.780 -99    27   0.470 ...  1.000000  0.000000
2007 01  382.900 -99    24   1.020 ...  1.000000  0.000000
2007 02  383.870 -99    21   0.860 ...  1.000000  0.000000
2007 03  384.540 -99    26   1.000 ...  1.000000  0.000000
2007 04  386.500 -99    26   0.870 ...  1.000000  0.000000
2007 05  386.560 -99    29   0.660 ...  1.000000  0.000000
2007 06  386.140 -99    26   0.780 ...  1.000000  0.000000
2007 07  384.570 -99    27   0.850 ...  1.000000  0.000000
2007 08  382.050 -99    22   0.690 ...  1.000000  0.000000
2007 09  380.920 -99    21   0.520 ...  1.000000  0.000000
2007 10  381.130 -99    29   0.340 ...  1.000000  0.000000
2007 11  382.450 -99    30   0.530 ...  1.000000  0.000000
2007 12  383.980 -99    21   0.450 ...  1.000000  0.000000
2008 01  385.520 -99    31   0.930 ...  1.000000  0.000000
2008 02  385.800 -99    26   0.690 ...  1.000000  0.000000
2008 03  386.050 -99    30   0.730 ...  1.000000  0.000000
2008 04  387.170 -99    24   1.210 ...  1.000000  0.000000
2008 05  388.540 -99    25   0.710 ...  1.000000  0.000000
2008 06  387.880 -99    23   0.630 ...  1.000000  0.000000
2008 07  385.640 -99    10   1.070 ...  1.000000  0.000000
2008 08  384.110 -99    25   0.970 ...  1.000000  0.000000
2008 09  383.190 -99    27   0.370 ...  1.000000  0.000000
2008 10  382.930 -99    23   0.350 ...  1.000000  0.000000
2008 11  384.200 -99    28   0.380 ...  1.000000  0.000000
