sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 South China Sea,111.0,12.0,scs812n0.dat,370.98795,371.80839,371.43513,371.28356,371.02069,370.21126,369.57001,369.06835,368.18627,368.25161,369.33657,371.08109,372.39247,373.16998,372.93928,372.74504,371.81971,371.02058,370.52095,370.17695,369.87916,369.6059,371.68412,373.05546,374.23006,375.78918,374.67794,374.83088,373.92115,372.91495,372.93031,372.46692,372.37175,371.52454,373.00095,374.47485,376.9586,377.16489,377.79973,376.93881,376.75109,375.91811,376.03706,375.27565,374.65448,374.86225,375.8055700000001,378.24817,379.69902,380.47644,380.65179,380.94731,378.50536,378.26243,377.57575,376.8777,376.67929,376.92548,377.4073,379.91928,381.83614,382.14118,382.74386,382.2315200000001,380.39422,380.1386,379.9494,379.18965,378.95422,378.77806,379.88854,381.83571,383.76381,384.24178,384.47807,384.05656,383.59044,382.43353,381.25052,380.86865,380.60133,381.23003,382.04083,384.35517,385.88481,385.70672,386.19756,386.41097,385.3456,384.69685,383.75863,383.0326,382.88144,382.90332,384.89321,386.07366,387.10918,390.37169,388.43296,387.85129,386.90169,386.29933,385.72948,384.85866,384.44187,383.70214,385.23166,387.45825,390.05847,388.63023,389.32203,389.16615,389.38562,387.15373,386.88967,386.50641,386.12675,386.30445,387.47801,390.96284,391.32155,391.26433,392.31891,392.27048,391.50429,390.06196,389.60893,388.65392,388.27717,389.30375,389.33035,393.31245,395.07568,395.66041,395.47184,395.80168,393.83888,391.6311,391.10871,390.52236,390.24607,390.284,392.1864,394.34721,396.08538,395.7281,396.67776,395.85843,394.65036,393.74083,393.28827,392.72223,392.42592,393.64991,393.53335,397.02136,399.77455,398.78656,398.83601,398.13918,397.34095,396.84621,396.38119,395.7263,395.36064,397.08614,396.73262,401.0835,402.02681,402.27038,402.25548,401.00559,400.29822,398.74026,398.00478,397.5658,397.22372,397.64497,398.43985,401.4108,403.72668,404.84642,403.702,403.31201,401.85856,400.93897,400.12947,399.76751,399.3297,400.12156,400.39426,403.84231,404.6543,407.64807,406.76279,406.09585,405.41354,403.83678,403.54798,402.81602,402.4996,402.66238,404.06195,406.30173,408.74968,410.0962,410.35819,409.12491,408.15052,406.62111,406.18848,405.6163,404.89953,406.21564,406.23761,410.4088
 South China Sea,113.0,15.0,scs815n0.dat,371.86311,372.99766,372.49588,371.53153,371.5771,370.56537,369.80366,369.07123,367.90851,368.36165,370.15326,372.64195,373.50316,374.30681,374.28192,373.46708,372.14995,371.20475,370.4878,370.13408,369.49961,369.93602,372.28441,373.98495,375.16098,376.72813,375.07189,375.19867,374.38131,373.16876,373.04591,372.60784,372.09116,371.68027,374.32561,375.80833,377.93434,377.9231,378.73126,377.14138,377.42028,376.4891,376.29213,375.1654,374.56027,375.38062,376.83715,379.43633,381.11577,381.51126,381.8555,381.57779,379.18042,378.54112,377.69595,376.69056,376.42708,377.6032,378.49403,381.33629,382.87792,383.46456,384.13645,383.0069,380.60275,380.39198,380.10188,379.16875,378.77038,379.44404,381.08093,384.05444,385.44217,385.61499,385.52325,384.70636,384.00549,382.80373,381.47173,380.89984,380.70703,382.18382,382.66057,385.74799,388.16777,386.51581,387.21945,387.51098,385.80352,384.90503,383.82481,383.41686,383.18447,383.66899,385.93993,387.97795,389.07432,392.78562,389.92302,389.05392,387.7242,386.47378,385.80777,384.95145,384.5875,383.97548,386.80335,389.19182,391.38904,389.78975,390.24002,390.30222,390.06607,387.57056,387.09756,386.80178,385.90917,387.4978,389.51958,392.75934,392.46154,392.31102,393.67081,392.88032,391.78057,390.57297,389.74162,388.74743,388.44862,389.97934,391.6033,395.46832,397.69264,397.49139,398.47573,397.12005,394.46043,392.18541,391.24186,390.61284,390.63382,391.30438,393.23879,396.81906,399.52446,397.98464,398.13219,396.34207,394.99244,394.287,393.40602,392.78803,392.73372,394.33347,394.90074,399.32641,402.24177,400.84642,399.61451,399.52475,397.61592,397.39511,396.50948,395.85287,395.53986,397.91432,398.50624,403.24818,403.60834,403.44795,403.64749,401.61551,400.72016,399.26433,398.21607,397.65425,397.22529,398.27367,400.66897,403.70561,405.19919,406.32597,404.94706,404.10264,402.15827,401.62803,400.17249,399.87711,399.31081,400.84674,401.57017,406.65542,406.87676,409.98566,408.49217,406.43621,405.78007,404.14633,403.76879,402.85659,402.78802,403.32082,405.62035,408.7539,411.31061,412.09324,412.61263,410.24302,408.95861,406.88153,406.60761,405.7418,404.96702,407.4061,407.64172,413.14191
 South China Sea,113.5,18.0,scs818n0.dat,372.51800000000003,373.60078,373.22778,371.8131,371.88365,370.6461,369.8699,368.95773,367.82809,368.42952,370.92544,373.80849,374.12858,375.14657,375.0344,373.93736,372.44521,371.28103,370.5264,369.92747,369.37455,370.47153,372.72013,374.75216,375.84259,377.38244,375.3826,375.41476,374.6461,373.30779,373.26972,372.57699,371.83141,372.10708,375.15015,376.60415,378.52611,378.5259,379.3785,377.3382,377.59688,376.69096,376.42833,375.10792,374.53984,375.85315,377.59982,380.21043,382.12471,382.41112,382.77759,381.84866,379.47763,378.59575,377.76795,376.68765,376.38741,378.08644,379.24582,382.20684,383.69873,384.43279,385.00398,383.53831,380.66157,380.49326,380.22277,379.13726,378.92177,380.25517,381.91979,385.25451,386.53624,386.92515,386.34628,385.01382,384.23057,382.92629,381.65701,380.76981,380.91856,382.84532,383.43589,386.57695,389.60937,387.01179,387.97548,388.25834,385.99686,384.94103,383.79576,383.4363,383.33965,384.19798,386.97527,389.21594,390.94369,394.21269,390.95513,389.91121,388.2054,386.5789,385.8727,384.9956,384.71803,384.53023,387.83782,390.3101,392.36291,390.7469200000001,391.03633,391.04436,390.43365,387.93217,387.21037,386.85565,385.80131,388.00313,390.7615,393.84584,393.40899,393.01554,394.48441,393.49182,391.91102,390.87146,389.81449,388.86655,388.49466,390.41071,393.33611,396.6591,399.24821,398.95103,400.20555,397.96901,394.6934,392.45663,391.28977,390.73345,390.59541,392.16102,394.01435,398.30746,401.44476,399.7451,399.02955,396.61312,395.08045,394.63452,393.64063,392.86949,392.93984,394.81558,396.42461,400.71542,403.72147,402.01249,400.10962,400.42048,397.6943,397.62602,396.60643,395.96035,395.45482,398.41226,399.69228,404.54199,404.6065200000001,404.28396,404.47066,402.22879,400.86758,399.61594,398.43976,397.67171,397.40672,398.94204,401.95687,405.12203,406.2762,407.52284,405.97134,404.8757,402.22809,401.78793,400.38512,399.93977,399.41072,401.51709,402.46308,408.65593,408.59086,411.49478,409.56502,406.52737,405.92457,404.25625,403.84367,402.97821,403.10554,403.86987,407.22842,410.51305,413.25306,413.44046,413.8143,411.01107,409.33528,407.04582,406.77658,405.8629,404.96825,408.06967,409.31514,414.76524
 South China Sea,114.0,21.0,scs821n0.dat,374.47721,375.24931,375.71709,373.5245,372.70878,371.00218,370.17182,369.09958,367.93484,369.08308,372.57755,375.94038,375.63979,377.28692,377.30573,375.96934,373.30258,371.71633,370.81481,369.94452,369.26658,372.30793,374.16158,377.0265,377.48131,379.02305,376.90945,376.30898,375.63193,373.72141,373.25686,372.69745,371.7723,373.54013,376.63584,378.13126,379.82594,380.35153,381.31385,379.24602,378.97399,377.15092,376.70307,375.29494,375.03228,376.83386,379.34177,381.98178,384.53948,384.50316,386.1507,383.4439,380.52676,379.10129,377.93876,377.16323,376.82132,379.0535,381.10281,384.11698,386.26141,386.61688,386.78653,385.63574,381.16291,380.77115,380.60723,379.29288,379.7274,382.15943,383.86337,387.17699,389.22564,390.06289,388.74816,386.58417,384.82551,383.20836,381.93321,381.0701,381.44406,384.49888,386.41581,388.87482,392.64848,389.48804,390.42765,390.49063,387.43124,385.07997,383.85516,383.44279,384.24224,386.28149,388.61943,392.51786,394.32661,396.11504,394.55935,392.47409,389.60329,387.16153,386.22195,385.37601,386.19575,386.84221,390.23711,392.64391,394.80496,393.65608,394.21153,393.41193,391.73572,388.84394,387.64576,387.46401,386.34508,389.29301,393.15331,396.49039,396.22118,395.49865,396.50025,396.64726,392.87156,391.59603,390.09834,389.54272,389.45081,392.24757,395.835,399.03427,401.35163,402.77297,402.86462,400.37336,396.21018,393.05576,391.65423,391.35024,391.12559,394.03554,396.10997,400.52403,405.20052,403.35226,401.88187,398.25909,395.91978,395.41037,394.34279,393.68341,393.65547,396.74179,400.78629,403.58791,406.66826,405.76828,402.93953,403.36556,398.83266,397.93691,397.1211,396.26443,395.85555,399.67743,402.55045,406.49902,406.80318,407.28989,407.2343,405.37308,402.05117,400.34702,399.25872,397.88321,399.50927,401.07337,404.80256,407.48736,408.90527,410.06706,410.02297,407.55371,402.75144,401.99829,401.12727,400.91993,400.23489,403.50907,405.39028,412.7557,412.50946,413.80161,412.66598,408.01172,407.01515,404.76365,404.64505,403.64265,404.46056,405.52896,410.71107,413.71112,417.38644,416.40911,417.31409,413.4445,412.07139,407.54082,407.38017,406.88616,405.80935,409.09697,413.53112,417.11019
 MahÃ,55.17,-4.67,sey104s0.dat,368.95493,369.89644,369.76824,367.92547,367.77472,367.92501,368.23651,368.25432,368.30053,368.39576,368.48502,368.59998,370.70405,370.8514,370.30631,369.05974,368.79507,369.31213,369.80421,369.83637,369.91612,370.05325,369.91219,370.06618,372.07332,372.72859,372.20036,371.12969,370.75739,371.39028,371.75571,371.88525,372.34911,372.48663,372.57368,372.85051,374.58999,375.26636,375.16066,374.51103,373.38992,374.05072,374.11478,374.46752,374.35917,374.24406,374.74194,375.01592,376.45074,377.33084,377.42339,376.08307,375.4877,375.95368,376.10979,376.13616,375.77207,376.26826,376.21288,376.64431,378.38556,379.63237,379.55656,377.43856,377.75199999999995,377.92698,378.32928,378.27759,378.39083,378.3491,378.67948,379.34509,380.72263,381.33631,381.027,380.42982,379.80938,380.06812,379.70606,379.88799,379.72917,380.07976,380.37341,380.92094,382.29022,383.66651,382.66298,381.45288,381.58044,381.97893,382.06487,382.37454,382.23914,382.32395,382.68877,383.53907,384.88727,386.38749,384.31198,383.72041,383.59742,383.86643,384.17257,384.15007,383.87557,383.72807,383.79163,384.65118,386.04366,386.62809,387.09736,385.28474,385.20122,385.29537,385.29918,385.57095,385.60948,385.70922,385.74426,386.26787,388.5738,388.985,388.09422,387.83101,386.93988,387.2659,387.51971,387.72621,387.71637,388.07135,388.30648,388.58986,390.92515,391.61654,390.97172,389.66988,388.77025,389.35046,389.74328,389.80247,389.51726,389.7227,389.88618,390.5145,392.87377,393.42549,393.00593,392.44106,391.41515,391.03787,391.55656,391.82173,391.49114,391.97394,392.33352,392.48847,394.78557,395.89452,395.82758,394.24145,393.59968,393.94671,394.7349,394.70432,394.82204,395.03738,395.3058,395.96422,397.79083,398.11767,398.14328,396.5956,396.03867,396.02161,396.35523,396.86542,396.74618,396.59734,396.73189,397.03099,399.80563,399.94105,399.14856,397.81374,398.07934,398.63699999999994,398.64756,398.79978,398.54218,399.06034,399.24038,399.94658,402.17375,403.01742,402.90641,402.2083,400.97258,401.12724,401.70277,402.3026,401.9831,402.16884,402.10402,402.96503,405.21147,405.83397,406.08583,403.85575,403.52321,404.07208,404.54004,404.1807,404.12144,404.31085,404.63003,406.13601
 Southern Great Plains E13 (OK),-97.5,36.6,sgp436n0.dat,383.94573,380.23139,379.8239,377.4988,372.05499,374.71286,365.45497,374.54616,373.06847,377.31582,383.47678,380.83963,383.29969,384.58261,373.29295,379.44998,378.16769,375.7083,377.64307,374.51345,368.66844,378.48359,383.60726,381.25931,381.6165,384.44484,384.45328,388.5109,384.50191,371.73842,372.94446,373.99525,375.66933,383.04675,380.81658,389.55463,381.73821,382.87826,385.30855,386.39182,392.25825,381.43594,381.88303,369.14097,381.18314,388.93247,384.21317,387.48095,391.41811,389.2587,391.49378,390.76791,384.67991,383.70193,380.9344200000001,387.44893,381.01792,387.01476,389.20791,386.14505,387.00123,387.72443,391.91078,389.24051,387.3923,380.4538,382.13233,391.9384,387.15344,387.20257,387.46506,392.27775,389.13911,390.69483,392.43483,390.34477,393.13015,388.22345,383.21805,384.66766,395.33965,395.85741,392.9279,393.95687,392.70765,390.75012,390.78141,394.18315,394.4452,385.65992,386.83283,386.8136,388.40141,390.76223,393.41577,400.98245,393.27098,399.7249,398.11755,395.00854,394.85612,392.57683,394.37084,393.56758,397.54881,395.31867,400.22729,397.5807,397.87442,394.59931,396.37167,397.09269,394.02751,390.42815,388.00991,394.77885,394.22035,399.05353,402.17119,402.58924,404.20715,401.17095,400.27153,398.18688,397.91362,391.62493,389.09461,389.08873,377.65026,393.77282,399.08144,402.09098,400.84394,401.88801,404.72028,400.23532,397.75265,396.91906,391.82551,396.28733,402.75531,401.5468,403.60383,402.9258,399.85485,405.32762,406.9581,406.6902,399.21553,398.09154,394.62931,391.74344,402.96419,398.26598,406.59512,406.1388,404.24304,401.1463,410.67545,405.32611,407.93919,405.41549,400.76952,410.7639,419.72887,408.30544,406.35801,408.19697,403.95965,409.12683,406.31424,405.8576,402.43586,398.51354,398.1691,409.82474,408.15701,414.41899,407.31282,415.60986,410.39824,410.43948,412.03457,409.06691,410.84562,403.34865,400.85576,397.57285,398.92469,405.82693,407.80185,413.81028,413.00539,412.56502,415.20767,413.92935,415.69473,404.91018,408.19263,400.88021,411.01762,414.07268,413.35463,416.92363,418.86698,415.89484,417.02128,418.70208,416.87867,410.885,405.63813,403.71818,409.94657,411.54528,422.04713,417.81995
 Shemya Island,174.1,52.72,shm452n0.dat,373.69638,374.68449,375.23793,376.40007,375.4853700000001,371.62195,366.52209,364.1425,363.27593,368.19067,371.48671,372.7008,374.33801,375.84535,376.62472,378.20925,377.2137,372.64329,367.02811,363.71103,364.28956,369.86137,373.33413,374.56283,375.96477,377.32164,379.37926,379.43563,378.5271,374.02374,369.86006,364.83796,367.4998,371.65007,374.49604,377.02525,377.85049,379.39337,380.38698,382.06443,382.32098,378.07037,372.50569,370.07185,369.66038,374.5018,378.17343,379.95781,380.30531,381.99086,383.61078,384.1015,383.87699,379.90563,374.67436,368.49405,371.69683,376.68846,380.83724,381.33934,381.7518,383.53805,384.8864,385.93003,385.46059,381.54711,376.46494,370.72293,373.75258,379.1762,382.0435700000001,383.48575,384.69877,386.78164,387.98389,388.55459,389.19391,384.78299,380.32458,376.17169,376.50071,381.51135,383.89131,386.62759,387.89847,388.68366,389.28966,389.90573,389.67002,385.88271,379.33092,374.53359,377.48212,382.39954,386.08513,387.81294,389.74974,390.46953,391.85383,393.07008,392.83501,388.08686,382.16266,377.25468,378.94308,383.76969,387.48383,389.71513,390.65987,391.79085,393.59176,394.67745,393.50582,389.59904,382.0206,377.60046,379.60577,384.65468,388.91807,390.61767,392.0414,393.4167,395.18496,396.59665,396.1644,391.12553,386.09235,382.32558,384.47574,388.72048,392.71367,395.33971,395.218,396.32019,397.76528,398.7418,398.04602,394.24715,386.71235,383.74809,385.0426,391.19614,394.57166,396.35142,397.39444,398.40234,399.39268,400.57214,400.49246,396.14542,390.50166,385.4903,387.41675,392.57409,396.53858,398.4494,399.33212,400.9504,402.72457,402.74378,402.57428,399.03066,390.5388,388.48165,389.58745,395.60275,398.74236,400.88923,402.42536,403.63229,404.62628,405.43886,404.81842,401.16758,394.56543,389.64389,391.14233,396.48579,401.06266,402.78782,403.7859,404.93105,407.03078,407.69929,407.1283,403.44783,396.74176,392.22973,394.28464,399.34277,403.7007200000001,406.03356,407.20485,408.3727,409.71625,410.24311,409.87812,405.58906,401.0252,396.97081,397.38065,404.03218,407.0265,409.58053,410.65857,411.58812,412.59243,414.0824,413.40312,409.16368,403.24777,398.69337,399.50563,404.89662,408.84537,411.44056
 Lerwick,-1.18,60.13,sis660n0.dat,373.13456,374.26947,374.52448,375.24576,374.14918,371.36042,365.57173,361.8582,364.52684,368.21127,371.99046,373.77779,375.85496,376.24835,377.50046,377.06771,375.20303,372.18278,367.06901,363.55222,365.38363,370.41047,371.94701,375.73918,376.54207,376.91579,378.4273,378.81697,376.95936,372.94743,368.81061,365.93486,367.10783,371.46453,376.52219,379.42355,378.05163,382.16409,382.14764,382.5333,380.34288,376.7006,372.49146,368.40388,369.86312,373.90707,379.62018,379.78898,380.63209,381.53396,383.41782,383.30123,381.20171,378.64677,374.49348,368.80851,370.17805,376.36553,378.6321,381.38076,382.28455,383.50184,384.83212,385.55564,384.32321,381.05677,375.96773,370.77314,373.10226,378.19956,381.33468,384.62243,385.67142,386.91022,388.28872,387.39879,386.37649,384.03916,378.61016,374.44176,378.4103,380.96018,383.51037,386.82282,386.66447,389.50305,389.41452,388.49763,387.74303,384.56082,378.54369,374.15433,375.89957,382.30192,385.25416,388.84886,389.71845,391.40298,391.73904,392.54603,390.24872,386.62189,381.30648,377.40456,379.4787,382.13842,387.12303,390.12992,391.19026,391.42006,393.08326,393.28294,391.62731,388.51288,381.75113,378.86741,378.88077,385.51472,390.21531,391.79908,394.49643,396.47153,394.61354,395.10609,393.7725,390.45786,385.35756,380.90115,384.07624,388.90823,392.63593,395.18255,394.90082,398.18621,397.41574,397.40349,395.74466,392.95954,386.59255,382.12544,384.78358,389.36388,396.53759,395.80694,397.28713,397.67809,398.87786,399.73159,397.10646,395.6493200000001,388.5043,385.07272,386.80548,392.44929,395.68037,399.80357,400.96545,403.20258,402.34948,402.50269,400.49924,398.15361,392.42455,387.99399,389.8342,394.73365,397.83376,400.58143,404.33303,404.44205,404.69985,403.94985,402.22731,399.12335,392.78824,389.58283,391.76433,396.14603,403.09803,401.96444,403.73552,405.6996,407.00976,406.18327,404.82916,401.94171,395.27821,391.72088,394.02867,399.66803,403.27161,405.22745,407.97744,408.5782,408.71699,409.62099,406.91378,404.04452,399.14489,395.28499,397.70966,402.85577,406.64835,408.79668,410.58561,413.31284,412.77788,412.91773,410.35481,407.8713,401.72131,397.57063,400.38477,404.47156,408.61333,410.28627
 Samoa (Cape Matatula),-170.57,-14.25,smo514s0.dat,368.22431,368.16197,368.39818,368.33677,367.95234,367.89809,368.7696,368.71,368.42862,368.34658,368.46523,368.51212,368.79338,369.24603,369.42444,369.11183,368.94463,369.56547,370.22599,370.13195,369.94417,369.81411,369.87307,370.05052,370.5179,370.98789,371.47314,371.02046,370.97742,371.31461,371.96834,372.21305,372.16928,372.16806,372.38927,372.37123,373.43771,372.94228,374.05474,373.79228,373.69269,373.80756,374.39796,374.75603,374.46391,374.36633,374.44476,374.90134,374.8069,375.64192,375.8911,376.0170700000001,375.62629,375.97897,376.41032,376.7653,376.18983,376.173,376.11797,376.33412,377.09429,377.35837,377.77048,377.69775,377.3073,378.0752,378.62742,378.62634,378.56374,378.67654,378.72593,378.88618,379.51791,380.54428,379.91081,380.0313,380.29681,380.24539,380.42667,379.92676,379.99373,379.94602,380.02708,380.31786,380.5547,381.84901,381.9007,382.02215,382.05209,381.99907,382.36115,382.45783,382.33443,382.4817,382.57777,382.76412,383.81288,383.56663,383.82006,383.70199,384.13241,384.17341,384.06279,383.98168,383.91701,383.92589,383.8377,384.25424,385.02031,385.19836,385.45229,385.29807,385.23125,385.09298,385.71679,385.74412,385.70145,385.5562,385.48021,385.47625,386.18507,386.25597,386.99768,386.86921,386.93994,387.37638,388.02659,388.27397,387.89897,387.96326,388.11643,388.47857,389.08483,388.91318,388.972,388.86839,389.14557,389.28774,389.70937,389.97215,390.10227,389.72744,389.80597,389.9289,390.61307,391.14122,391.19006,391.29728,391.09049,391.19454,391.68337,392.11454,392.02819,391.913,392.25453,392.23061,393.02636,393.52637,393.71662,393.77355,393.90815,394.23734,394.73703,394.93537,394.82632,394.76095,394.72475,395.21029,395.97831,395.89577,396.1208,395.65194,395.75694,396.13567,396.97238,396.8683,396.52697,396.35113,396.37959,396.32371,397.22014,397.70524,398.2569,397.69092,397.59596,398.02422,398.30708,398.69573,398.52801,398.61171,398.82291,399.26969,399.42315,399.93599,400.70884,400.95579,401.16668,401.25634,402.27495,402.61922,402.52029,402.22675,402.15204,402.49413,402.72583,403.82217,403.20356,403.8396,403.45883,403.76268,404.52959,404.22584,404.20744,404.34676,404.57633,404.87637
 Sonnblick,12.97,47.05,snb647n0.dat,373.0616,373.69377,374.89098,374.86624,372.1088,370.56449,365.94243,364.61328,366.32564,368.93095,370.64531,372.13526,373.48692,375.00294,375.53845,376.90927,372.17949,370.43585,366.98932,366.0846,367.23766,369.29559,371.99585,374.26318,374.8314,376.05967,377.67252,379.08246,375.12995,373.0868,368.47216,369.02013,369.28567,371.69299,374.22928,376.50365,377.9768,378.55437,380.19021,381.19763,378.25259,375.1131,372.40045,372.49949,371.97309,375.0817,377.11929,378.45815,380.56436,382.18187,383.34867,383.16118,380.8359,378.3303,374.75294,372.03098,373.08689,376.38776,378.82917,380.07984,382.19107,385.76973,384.3926,384.98151,382.30291,380.14536,374.24488,373.4858200000001,376.63637,378.26487,382.04918,383.99419,384.41826,385.94351,387.71189,387.25333,385.12636,383.37451,379.31625,376.40976,378.48565,380.27472,382.51685,384.61204,386.27087,387.43575,388.88256,387.40682,385.84162,382.21985,378.97524,377.8105,379.3638,382.95143,385.12383,386.80364,387.66346,388.63288,391.42699,392.12033,388.14,383.98232,380.12117,378.66566,382.38353,383.79637,386.58013,389.03434,389.63204,391.95258,392.5804,391.94766,389.94657,386.99544,383.59393,382.56514,382.50277,385.38125,387.92877,391.29058,392.8248200000001,394.6145,394.31226,394.8579,392.0036,388.17924,385.26591,382.8422,385.70992,389.26754,392.58206,394.38953,394.53714,395.89664,397.12558,396.52365,393.57386,390.46732,386.47294,386.01022,387.84038,389.44255,392.38119,395.03307,395.82318,397.33516,397.34785,399.25356,395.63508,392.73594,388.33646,387.47481,389.88134,392.98201,395.32938,398.53927,399.19061,402.92036,402.02742,402.93075,399.26247,395.73933,392.84886,390.0585,392.48884,395.70936,398.7067,399.44117,401.5681,402.79495,403.68093,403.18386,400.9149,397.26155,394.73909,391.02233,394.64468,397.59011,399.7007200000001,401.94241,403.08037,404.61365,405.63778,405.97198,401.98836,398.45382,396.84496,394.64902,396.12741,400.54269,401.79421,403.09341,406.1565,407.65136,409.29302,408.4523,405.1888,400.20864,398.21124,397.33914,399.90811,404.24571,405.82835,407.0815,409.47515,409.95827,411.06908,412.54086,409.17698,405.42564,402.5407,401.82259,401.66965,404.85567,407.93981,409.83109
 South Pole,-24.8,-90.0,spo789s1.dat,366.22919,366.07723,366.18375,366.43664,366.78422,367.29421,367.72902,368.02335,368.16942,368.02577,367.90181,367.76709,367.48569,367.31115,367.2837,367.56421,367.93886,368.50708,369.0609,369.45057,369.80078,369.71609,369.67688,369.54926,369.33573,369.30261,369.38817,369.59103,370.00302,370.54237,371.08822,371.57716,371.90167,372.04794,371.99431,371.89567,371.76756,371.70458,371.78115,372.02038,372.39192,372.95459,373.52787,374.08614,374.3518,374.20803,374.07942,373.95523,373.81519,373.66882,373.85593,374.11239,374.42654,375.08048,375.57934,376.07338,376.173,375.95863,375.76907,375.55551,375.42792,375.22535,375.41796,375.7051,376.27714,376.94027,377.57138,378.05107,378.34523,378.32343,378.19665,377.96484,377.82421,377.63358,377.83751,378.0525,378.43068,379.05874,379.40079,379.61008,379.79227,379.76736,379.69448,379.56997,379.41552,379.42547,379.4998,379.77457,380.16183,380.76201,381.28582,381.69345,381.97037,382.05294,381.99485,381.76341,381.63998,381.59429,381.744,382.04144,382.40189,382.81619,383.36916,383.64192,383.71928,383.74006,383.56541,383.38528,383.24657,383.13167,383.30926,383.47673,383.78086,384.18217,384.79894,385.21821,385.4055,385.35389,385.29644,385.08888,384.87467,384.65302,384.67904,384.94554,385.36062,386.10515,386.87125,387.3962,387.76067,387.71582,387.57295,387.40717,387.13374,386.92151,386.94448,387.18834,387.51267,388.05854,388.66227,388.97948,389.26228,389.11161,389.18146,388.98725,388.80407,388.5559,388.69705,389.0917,389.63443,390.2289,390.88941,391.30796,391.55904,391.52036,391.52461,391.39282,391.22673,391.20464,391.37085,391.86122,392.43564,393.06833,393.73571,394.26645,394.49061,394.37442,394.26851,394.07605,393.98039,393.75879,393.80748,394.08251,394.5817,395.08144,395.65295,396.05371,396.22711,396.11981,395.94874,395.70575,395.49591,395.44614,395.71617,396.1043,396.5784,397.17092,397.7911,398.37792,398.61738,398.60595,398.6228,398.51185,398.35306,398.37329,398.68138,399.19541,399.49335,400.09347,401.00457,401.65367,401.92786,401.90245,401.78059,401.42462,401.12727,400.90724,400.93626,401.24147,401.89212,402.49241,403.11148,403.68759,403.88439,403.75048,403.68541,403.62016
