sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Christmas Island,-157.17,1.7,chr501n0.dat,369.38954,370.39898,370.9711,371.51293,370.6167,369.67601,369.85052,368.97926,368.54483,368.70153,368.89428,369.18494,369.85823,370.79136,371.68071,372.40426,371.23665,371.27995,371.21755,370.52881,370.28387,369.57135,370.02898,370.78641,371.62701,372.17583,373.36347,373.55695,373.71242,372.78765,373.19391,372.82106,372.45773,372.08005,372.43485,372.96023,374.15224,374.75658,375.3975,376.08019,375.83371,375.73135,375.6251,375.5661,374.97137,374.34592,374.65218,375.65734,376.61189,377.06565,378.14843,378.83926,378.15061,377.63678,377.68699,377.0747,376.61305,375.93991,376.37344,377.16125,378.28405,379.21968,379.31398,379.6063,380.10767,379.8898,379.8501,379.53141,378.94098,378.72524,378.80967,379.67457,380.65252,381.67922,382.33676,383.20545,382.25143,381.6268,381.20485,380.60252,380.5139,380.17053,380.44906,381.27066,382.16641,383.1927,384.16986,384.64772,384.25779,383.6274,383.47053,383.33095,382.98051,382.6457,382.80323,383.49864,384.62039,385.02101,385.81699,386.46354,386.31156,385.71426,385.2596,384.96274,384.39539,383.89856,384.15895,385.02648,385.78073,386.89183,387.84306,388.04137,387.53715,387.21107,386.81339,386.62716,385.93367,385.4438,385.5899,386.06022,387.40694,389.14123,389.26597,388.99545,388.85209,389.11129,389.10512,388.69091,388.53521,388.27048,388.61056,389.50265,390.0803,390.46572,391.12839,392.64371,391.67024,391.20621,390.7379,391.14096,390.50373,390.09054,390.3296,390.86465,391.69728,393.07072,394.17209,394.83668,394.61793,393.52206,393.00637,392.67066,392.74531,392.23867,392.90191,393.46804,394.36526,394.9237,396.54205,396.72913,396.0527,396.13055,395.92051,395.61832,395.05915,394.84911,395.11864,395.85077,396.7314,397.13792,397.71645,398.2396700000001,397.7961,397.90198,397.89549,397.57756,397.275,396.46064,396.75474,397.49057,398.3646700000001,399.01215,399.86722,399.62627,399.46489,399.77091,399.69748,399.48281,398.99911,398.89797,399.18852,400.10779,401.70341,402.20292,403.8667,404.26615,403.23727,403.09221,403.1359,402.84792,402.72324,402.02588,402.33738,403.23602,404.48862,405.68973,406.79029,407.61076,405.98252,405.53609,405.52247,404.7876,404.46009,404.80023,404.92055,405.37328
 Monte Cimone,10.68,44.17,cmn644n0.dat,374.05264,374.62008,375.1569,374.57558,372.2671,369.34769,363.92768,365.07231,365.87965,369.16332,370.55821,372.3425,373.82133,375.40676,375.42233,377.14015,372.55234,370.52587,367.06051,365.93981,366.78463,369.73652,373.01041,375.11883,375.24541,375.99725,377.83824,378.81479,376.19582,373.76466,369.74045,368.64847,369.7733,371.96244,374.77713,377.26961,378.26059,379.99972,381.0887,381.51062,377.93041,375.03228,374.08376,372.57696,372.0625,375.31147,377.66321,379.53997,381.47572,383.23546,384.15412,382.97192,380.12885,377.6298,372.91611,372.02338,373.38046,375.81677,379.63854,380.43715,382.47366,386.92282,384.83314,385.49901,381.79685,379.01895,375.12195,374.64409,377.30701,378.67148,382.97981,384.61332,385.29016,387.93084,388.09967,387.37679,385.06259,382.68484,377.2678,377.75005,379.05300000000005,380.46684,383.06028,385.34959,386.50085,387.52978,389.03591,388.80607,386.22078,383.1611,380.1375,378.01079,379.01962,383.28499,385.56565,387.45007,388.55564,389.83938,391.81692,391.97106,388.34618,384.97098,381.68728,379.61776,382.69823,383.83788,386.9475,389.79747,390.51415,393.06778,393.42133,391.91818,389.86353,386.22384,383.6682,383.1553,382.039,386.16985,388.25042,392.23768,395.44492,395.58663,394.92783,395.11899,391.92953,388.63911,385.83804,383.85621,386.50242,389.3843700000001,392.55488,395.39268,395.77406,397.10174,398.29954,396.90075,392.94697,390.5608,387.01299,386.19476,387.69221,389.94517,392.85576,395.6006,396.75052,398.82585,397.92995,399.21355,395.87606,393.88216,389.82229,388.19102,389.65073,393.66289,395.86987,398.96811,400.09565,403.51879,401.8927,403.14702,399.3811,395.26596,390.50123,389.89511,392.26827,395.73334,399.47676,400.11527,402.06942,403.1959700000001,404.19769,403.50526,401.37046,397.60102,395.04687,391.39215,394.92996,398.04808,399.97275,402.54116,403.37219,405.15402,406.31235,406.3567,402.93744,400.36679,397.31339,394.33749,395.7653,400.85253,401.77087,402.91806,406.66669,407.39897,409.94838,408.10517,405.28949,400.82695,400.17132,396.90593,400.31492,404.71886,407.21355,407.94184,410.32772,410.95557,411.64141,412.88606,409.74247,405.72946,402.91363,401.65978,401.69762,405.22034,408.17782,410.16567
 Cape Meares (OR),-124.0,45.0,cmo445n0.dat,375.78135,367.57396,377.94883,377.52357,383.57798,385.21737,370.58647,373.95605,375.93252,379.98887,391.63022,389.17668,379.59195,375.50257,378.43696,380.64548,383.99655,375.2998,371.60318,388.71833,385.87916,383.6166,380.31494,375.98918,384.54391,383.34829,381.36131,382.03178,382.40605,381.34091,375.55688,380.154,379.11779,386.23405,394.67451,378.8227,379.29034,390.7572,381.41158,385.43483,387.46197,380.89816,390.05405,383.18074,381.51504,391.8079,392.94356,390.26167,385.12127,382.58953,388.40162,391.11087,386.70975,389.93603,384.58771,372.83197,375.20297,383.30862,382.64602,391.93366,386.34278,386.52233,385.42791,389.34851,394.8654,394.4381,390.06982,382.73775,382.60859,387.41407,381.90297,394.90632,396.91746,391.40688,390.41252,392.63791,398.66843,392.97997,389.50628,380.80369,384.03651,379.99137,383.27245,394.50295,401.75111,401.39857,392.30898,390.60976,394.31627,386.74794,386.18714,386.93019,384.44332,400.78745,408.19097,397.46572,399.08203,397.40099,395.21401,397.01856,402.90772,395.51387,388.78457,399.9694,383.25909,404.13288,390.67899,408.33364,402.79797,397.83309,392.49807,391.15999,399.50176,392.63273,382.90673,396.02382,408.32561,398.09724,393.3543,400.81487,398.6482,402.08586,395.06255,397.69171,399.53669,399.32609,392.2928,400.45756,405.81709,404.49965,427.92343,406.33374,425.44553,404.05971,398.51302,399.72537,397.88397,404.42887,393.81813,391.19678,395.19134,419.43829000000005,405.50804,406.94352,402.59844,398.51011,402.83144,409.09208,405.84258,399.69539,403.85575,399.32708,403.35502,408.07857,414.33709,405.55091,405.80527,392.7204200000001,396.73338,398.9726,405.42521,405.55515,395.19556,402.53357,408.45844,430.92636,407.30427,419.48873,405.48519,400.68792,406.06695,410.54972,413.29238,407.13596,403.75799,398.4269,406.42399,428.47011,413.74133,407.78835,438.36806,427.16367,403.82735,407.79152,413.25454,412.60204,409.65591,405.53266,414.01808,420.33321,427.23009,405.95315,405.44831,409.54509,410.64064,416.85507,410.78404,410.3774,403.4306,404.20174,403.69036,416.96758,424.20658,419.52322,418.48375,410.6517,416.04144,420.2619,417.02311,409.27072,414.33846,422.39582,417.63383,425.39986,420.67529,428.07043
 Cape Ochiishi,145.5,43.17,coi243n0.dat,374.55099,375.26534,376.19751,377.42546,374.59459,369.72039,367.68339,364.98863,366.05386,369.55933,373.11568,374.95347,375.75595,377.79525,378.28778,379.55929,376.61591,369.91242,366.30011,364.06785,366.61208,370.86449,375.43281,376.20706,377.52089,379.51421,381.39214,380.99097,378.59174,373.24408,370.99651,368.92953,368.86841,374.01996,376.57376,378.41761,379.59107,381.07292,382.43199,384.36361,382.83327,378.32698,374.8431,372.33182,371.64491,376.65578,379.8464,380.96748,382.0119,384.14009,385.3055,385.90876,383.50368,378.54322,375.0707,370.90003,373.18308,377.65066,381.37651,382.68237,383.87752,384.48704,387.19666,387.45618,385.1018,379.74323,375.97283,375.13379,376.59649,380.53305,384.42237,384.37051,386.65265,388.46207,389.26874,389.10238,387.89108,383.39637,378.90652,379.79212,378.72102,383.31258,386.55,388.11765,389.28929,391.41945,391.01069,390.72213,389.65137,383.9689,378.2351,379.35728,380.85517,383.88552,387.46887,389.22293,390.87003,392.43134,394.61919,395.24306,393.00858,386.96945,383.6336,379.29913,382.44465,385.95876,389.06641,390.74436,391.33639,393.41394,395.43991,396.61641,394.53353,389.44359,384.58037,380.89001,381.86213,387.79754,390.53537,392.88928,393.31874,395.45895,397.53437,397.97439,396.827,390.12125,390.16071,387.2228,386.70236,390.9462,395.03266,396.62595,397.04135,399.24934,400.05791,401.1454,397.54013,390.94308,387.18572,387.19017,388.16364,392.55703,397.61153,397.64124,398.50333,400.20517,400.89616,401.33944,399.83683,396.21314,392.99511,391.61014,390.93685,394.61421,397.63385,400.10744,401.03044,402.76334,405.30061,405.21967,403.17961,398.21083,392.9596,391.41072,392.14367,396.83722,400.68023,402.11112,404.82017,405.81514,408.39272,409.10568,405.65542,399.26977,393.94139,393.19083,393.28545,398.75158,402.9682,404.78213,405.59971,406.71966,411.6112,410.59114,407.39839,401.61502,399.60261,393.73912,396.12435,400.97628,404.39295,408.22435,408.76862,410.64026,413.92501,411.70721,410.21529,404.82136,401.8800700000001,400.05025,399.14402,405.76354,409.23257,411.29373,412.66525,413.44544,414.45845,416.16263,413.32378,406.60612,402.78581,401.85641,401.93944,407.06515,411.44679,412.91956
 Cape Point,18.48,-34.35,cpt134s1.dat,366.10058,366.18413,366.51688,367.04875,368.07606,369.22542,368.7737,368.17402,368.17143,367.75618,367.63569,367.21979,367.35271,367.18903,367.52119,367.91243,368.99489,369.86699,370.0151,369.98969,369.47432,369.38724,368.76978,369.04763,368.99818,368.85502,369.41035,369.93271,371.03629,371.66782,372.20586,372.52411,372.08298,371.74436,371.50522,371.45623,371.6629,371.83144,372.10065,372.34859,373.7729,374.52939,374.62165,374.53399,374.2396700000001,373.70369,373.53399,373.85049,373.6591,373.78119,373.97607,374.89241,376.17702,376.83663,377.20383,376.69769,376.11902,375.63295,375.02102,375.19273,375.20551,375.3143,375.89014,376.14885,377.08375,378.14688,378.89188,378.56563,378.24063,377.7906200000001,377.78562,377.60221,377.62086,377.7782,378.22925,378.57782,379.41479,381.58434,380.31623,379.89678,379.28385,379.23289,379.03804,379.17367,379.29812,379.69404,379.74259,380.25252,381.90759,382.55632,381.97517,382.17616,382.0995,381.67232,381.21032,380.8949,380.99755,381.62354,381.89319,382.54826,384.37982,383.95158,384.10971,384.1038,383.67065,383.48848,382.99823,383.00327,382.89852,383.33973,383.67519,383.86739,384.70034,385.49953,385.86513,385.71359,385.51533,385.29205,384.76169,384.5157,384.7976,384.76812,385.16993,385.46664,386.4484,387.13455,387.95549,388.33832,387.80953,387.74154,387.39984,386.99203,386.7851,386.94832,387.25379,387.29465,388.99196,389.02558,389.62055,389.31108,388.83384,388.8834,388.84702,388.62339,388.64356,388.79059,389.10672,389.70765,390.50204,391.30152,391.3517,391.40898,391.32804,391.04474,390.6918,390.95673,391.10775,391.18883,391.63124,392.59696,393.54872,394.11787,395.06803,395.00222,394.13365,394.0358,393.85096,393.54659,393.49217,393.8273,394.29194,394.69765,395.45484,396.3334,396.73501,396.75494,396.38198,395.81012,395.46849,395.32452,395.21002,395.42789,395.98218,396.59429,397.77363,399.04792,398.41735,399.57443,398.91942,398.49748,397.99031,398.02495,398.24864,398.43805,398.85932,399.69329,401.56947,401.95405,402.17326,402.41465,401.86409,401.49107,401.3897,401.08105,400.57243,400.8222,401.17934,402.06627,403.80927,404.22918,404.3736,404.3236,404.14548,403.78273,403.72537,403.29827
 Cape Rama,73.83,15.08,cri215n0.dat,371.74759,372.31014,373.21044,373.07205,371.78694,369.56315,368.77187,368.17827,370.45777,369.50497,370.13614,375.64838,376.35214,373.1391,372.51806,373.63273,372.56422,371.46051,371.74145,372.00566,367.8803,365.35421,368.50458,379.6161,375.4361,377.69441,374.89607,377.79441,375.5395,370.74176,372.82929,375.21368,375.34119,375.74087,378.90181,373.77782,384.02193,377.85686,378.81895,379.30155,378.28647,376.94752,374.5493,374.34796,375.34747,372.19029,383.22277,380.84213,378.24639,383.00472,380.3944,379.47993,381.15808,379.52268,379.21622,377.12627,381.03454,373.29039,374.74136,379.1714,379.30853,381.63312,382.62401,383.40819,383.44419,383.47312,382.35151,384.10103,382.9523,382.18737,385.70605,394.55236,392.0079,385.24761,383.30356,384.61087,385.49982,391.04768,383.30915,382.96016,379.09715,385.0243200000001,393.26871,391.58249,387.95648,385.01664,387.11473,387.73895,386.91153,386.38481,385.19275,385.05511,385.16059,386.57404,384.73026,386.69014,386.63455,388.38113,393.45995,388.23957,388.06855,386.67969,385.6697,385.86956,380.95913,397.20352,401.20978,398.15629,390.0833,389.49252,391.42114,392.58861,388.91312,386.11906,386.25509,388.16972,388.85375,408.58216,396.67817,401.72978,393.20067,391.95857,390.38074,394.36744,392.41309,386.79573,392.16786,388.69359,396.47915,394.53647,396.68183,398.57088,399.37915,393.70748,394.526,398.0677,394.43964,392.14737,390.11234,388.24664,389.85649,393.37392,401.13591,393.64561,395.51928,397.85283,398.80894,397.53504,397.06918,397.72748,389.79718,391.67123,393.92535,390.39328,393.59889,400.79019,399.52734,399.80625,399.01267,399.31646,399.2891,399.92321,394.83674,398.37818,396.45535,400.87977,404.57424,402.52504,399.91806,399.6845,401.82946,402.12614,402.95336,400.36216,394.10504,394.45519,394.67873,390.745,392.98643,396.96132,404.13774,405.01362,405.46359,405.37983,404.59595,402.78095,404.54435,404.26262,397.01568,407.81894,396.33381,403.46466,406.20347,405.6039,409.36423,407.13538,405.51528,404.41635,407.75439,406.01156,404.82203,396.23497,400.35089,403.90619,406.92289,411.52205,411.52636,411.50441,410.75685,409.14433,411.14993,405.77239,408.46516,412.89063,412.88038,410.32262
 Crozet,51.83,-46.43,crz146s0.dat,365.97619,366.02141,366.26094,366.53876,366.86173,367.43755,367.83019,368.10598,368.1774,367.96828,367.73476,367.44939,367.24817,367.1826,367.245,367.60213,368.07437,368.60822,369.2006,369.62435,369.79435,369.7566,369.67846,369.42025,369.15537,369.13124,369.3027,369.5146,370.04871,370.55611,371.24025,371.75155,372.00109,372.01258,371.79928,371.82067,371.64049,371.61409,371.78662,372.11922,372.55528,373.17438,373.69336,374.15649,374.39412,374.24182,373.92895,373.75867,373.60535,373.5658,373.78553,374.11653,374.55998,375.23665,375.81133,376.18191,376.15717,375.90717,375.57594,375.40484,375.339,375.12954,375.39861,375.82195,376.42775,377.12196,377.75654,378.26682,378.46607,378.30594,378.02637,377.86626,377.68215,377.52342,377.8525,378.13684,378.66624,379.13665,379.5751,379.66712,379.82684,379.70761,379.60729,379.42055,379.29229,379.32181,379.49905,379.81468,380.2563,380.91157,381.39755,381.81807,382.02712,382.04523,381.8043,381.52971,381.44164,381.48509,381.67922,382.06801,382.50553,383.07844,383.49556,383.68799,383.80982,383.68235,383.43537,383.29136,383.15146,383.12044,383.2579,383.44323,383.76017,384.30429,384.84373,385.30445,385.39153,385.33157,385.16099,384.84175,384.77039,384.61396,384.64414,385.05328,385.5715,386.38854,386.99954,387.60534,387.79865,387.6608700000001,387.50886,387.18962,386.90827,386.82268,386.98217,387.16148,387.56576,388.18043,388.71972,389.07543,389.27412,389.14138,389.02252,388.8144,388.59225,388.44836,388.71504,389.25017,389.83684,390.50178,391.0193,391.49282,391.54405,391.42172,391.36282,391.33345,391.14724,391.02716,391.45761,391.99472,392.5362,393.15189,393.82707,394.37838,394.42925,394.31825,394.10722,393.95681,393.84863,393.6663,393.87267,394.181,394.64407,395.20249,395.75467,396.05747,396.16972,396.04673,395.80135,395.43264,395.20534,395.23814,395.74757,396.24292,396.73501,397.3163,397.87308,398.56316,398.63627,398.5949700000001,398.47201,398.32859,398.22349,398.19843,398.42972,399.15842,399.60502,400.3928,401.20847,401.7131,401.96269,401.83731,401.54892,401.15436,400.83629,400.79054,400.88972,401.35114,401.98237,402.63275,403.23357,403.77842,403.89595,403.62991,403.5435,403.45715
 Casey,110.52,-66.28,cya766s0.dat,366.14155,366.03931,366.18023,366.47156,366.80829,367.35064,367.80344,368.05097,368.10149,368.02349,367.86229,367.68839,367.45841,367.29616,367.27247,367.55321,367.94451,368.5008,369.11294,369.44592,369.72982,369.74659,369.67243,369.55616,369.44842,369.3642200000001,369.43535,369.55497,369.93876,370.56301,371.09049,371.56121,371.9151700000001,372.01127,371.96561,371.91669,371.73278,371.73228,371.7863,372.01916,372.44117,372.94792,373.51809,374.06341,374.3163,374.21018,374.09025,373.93815,373.74653,373.68166,373.87875,374.10171,374.49699999999996,375.0938,375.61572,376.12949,376.15153,375.94917,375.74,375.52457,375.45676,375.24328,375.35734,375.68662,376.32688,377.0224,377.61193,378.10288,378.29709,378.30079,378.1355,377.94013,377.79726,377.61938,377.79214,378.03155,378.48495,379.11418,379.43598,379.70528,379.80924,379.7714,379.68467,379.56933,379.38316,379.37728,379.56686,379.75909,380.17114,380.75968,381.30974,381.71589,381.94109,382.0041,381.93946,381.69447,381.66635,381.58541,381.69199,382.00815,382.44706,382.79733,383.37574,383.66113,383.70863,383.73671,383.59888,383.38877,383.26223,383.21072,383.30906,383.468,383.72877,384.20697,384.85977,385.22732,385.41236,385.35436,385.24711,385.07424,384.87182,384.67147,384.69126,384.94711,385.38262,386.11269,386.89157,387.39876,387.73374,387.67228,387.56151,387.36835,387.0680200000001,386.92079,386.94061,387.13031,387.46803,388.04841,388.68381,389.00523,389.22325,389.11714,389.13728,388.96585,388.76515,388.57418,388.68663,389.11318,389.67896,390.30792,390.88773,391.3308,391.53869,391.52548,391.5089200000001,391.35542,391.19142,391.24311,391.35214,391.83858,392.43844,393.04947,393.72133,394.22294,394.41616,394.34328,394.24666,394.03985,393.91554,393.77768,393.72258,394.06479,394.60132,395.08866,395.65252,396.01108,396.20505,396.11166,395.93887,395.62368,395.49114,395.65479,395.78072,396.09725,396.55849,397.24339,397.77387,398.37361,398.59189,398.57786,398.59582,398.54998,398.37832,398.40178,398.72117,399.06125,399.52327,400.10916,400.96443,401.61351,401.88528,401.92468,401.71188,401.39887,401.06717,400.91507,400.89758,401.25439,401.89407,402.46765,403.13933,403.66163,403.86544,403.72281,403.63771,403.57848
 Mt. Dodaira,139.2,36.0,ddr236n0.dat,375.20449,376.23892,377.12921,377.69531,374.55064,372.09329,370.14554,369.7722,368.16997,370.85408,373.40837,375.50254,376.12594,378.62165,379.10373,378.74942,376.30583,373.30645,370.13891,368.72597,368.72784,371.5645,375.28775,376.99554,377.95669,380.01587,380.5843,380.02266,379.12841,376.00883,374.11237,372.26026,371.18891,374.67849,377.41387,378.87791,380.34678,381.8722,382.81141,382.64671,382.18859,378.81438,377.25375,375.97059,375.12276,376.68282,379.3854,382.11272,383.22568,385.53975,385.8055,385.9693,383.05882,379.96253,378.71354,376.337,375.79768,377.82869,381.8587,383.72012,384.89222,386.04371,387.98293,387.97356,386.26685,382.65891,380.23581,380.10202,379.06031,381.01763,384.87895,386.11441,387.76803,389.36234,390.02829,390.47195,387.35068,385.1892,383.11383,382.14715,381.19085,383.26264,386.53146,388.66673,390.27142,392.05721,391.98191,392.08218,390.14692,386.58557,383.28025,384.35933,382.6065200000001,384.91725,388.44277,390.1622,391.47594,393.35655,395.04934,394.53723,392.57505,388.32103,386.43563,384.99283,384.96449,386.16976,389.59918,391.53601,392.72432,394.83284,395.31567,396.7222,393.72387,390.87405,388.05534,384.42525,384.59827,388.49603,390.91651,393.91406,394.95551,396.18529,398.11817,397.43294,396.47121,392.37022,391.56017,389.54811,390.16828,391.53668,395.56049,397.04554,398.59946,399.93806,401.01822,400.84912,397.34904,394.8326,391.89437,391.3762,389.62302,392.76227,396.58014,399.12746,400.09312,401.76703,402.36636,402.52614,399.79085,396.1745,395.31349,392.98029,392.73154,395.90316,399.64335,401.2633,402.87169,404.73996,405.59121,405.28335,403.91466,399.1944,397.22741,395.5162,394.83234,396.67747,402.40103,403.64434,405.40847,407.17344,408.22296,407.87799,405.51316,401.87675,399.57528,397.64907,396.62365,399.34006,402.96046,405.89843,406.48706,408.61778,409.68019,408.66548,406.30533,403.64676,402.08883,401.06697,398.52908,402.45955,405.54046,409.46115,410.37169,412.22115,413.49066,412.03626,409.53525,406.44308,405.69759,402.69873,402.6987,405.85315,410.20097,411.96984,413.82958,414.97036,416.4993,416.13504,414.09011,409.00201,408.48699,407.44414,405.2484,407.68346,412.12785,414.40484
 Drake Passage,-64.68,-59.0,drp859s0.dat,365.93986,365.9892200000001,366.2593700000001,366.70233,367.07876,367.35999,367.88211,368.0462,368.14183,367.9994,367.7292,367.54558,367.36482,367.27605,367.29485,367.57364,368.35673,368.62795,369.13046,369.53844,369.77293,369.69737,369.64557,369.46154,369.33261,369.22281,369.43599,369.67301,369.95311,370.52354,371.48199,371.70778,372.04725,371.97329,371.87306,371.85111,371.6186,371.55324,371.7895,372.19704,372.72638,373.07866,373.58882,374.23774,374.34598,374.19214,373.94534,373.7798,373.49088,373.54493,373.86088,374.26027,374.79881,375.24404,375.82149,376.13846,376.13022,375.86506,375.47885,375.38144,375.18839,375.01633,375.34625,375.90085,376.62999,377.10078,377.73454,378.18612,378.406,378.25602,377.97695,377.74723,377.43614,377.43908,377.82959,378.35891,379.17911,379.28153,379.55493,379.74273,379.76279,379.70746,379.51421,379.1654,379.10524,379.27783,379.49806,379.83639,380.29303,380.80855,381.38195,381.71312,382.01516,382.03335,381.68245,381.40692,381.42677,381.41318,381.72441,382.07081,382.49529,383.09966,383.50327,383.58296,383.84719,383.67853,383.38199,383.32789,382.90676,382.96863,383.32184,383.54754,383.89937,384.23116,384.95092,385.40471,385.33116,385.28722,385.22764,384.74012,384.72182,384.35683,384.63765,385.13495,385.63847,386.32468,387.00932,387.61258,387.71314,387.59867,387.33124,387.02201,386.72955,386.67151,386.97018,387.31858,387.80298,388.21631,388.72624,389.06001,389.25238,389.08276,388.97028,388.84129,388.54106,388.42647,388.74141,389.19505,389.79232,390.26092,391.1024,391.51765,391.53543,391.46506,391.28805,391.38386,390.98135,391.1847,391.44137,392.08346,392.62467,393.05957,393.84761,394.29785,394.37722,394.2672,394.07104,393.97093,393.69278,393.49784,393.75431,394.52527,394.97743,395.25368,395.8217,396.18579,396.37141,396.03186,395.7508,395.34454,395.19899,395.40639,395.79262,396.16731,396.98512,397.28769,397.92425,398.5072,398.57975,398.55874,398.41587,398.47207,398.23557,398.35917,398.66057,399.02184,399.76224,400.37182,401.3076,401.73859,401.98959,401.88435,401.52331,401.02881,400.81821,400.78588,400.96696,401.37835,402.18473,402.60833,403.33485,403.84979,403.80974,403.66611,403.51143,403.40587
 Egbert,-79.78,44.23,egb444n0.dat,380.1499,384.6981,389.12767,383.35656,385.69758,376.72682,361.64818,355.87093,375.80132,381.68137,382.77649,383.70179,381.13343,376.33529,379.72647,385.23984,379.96427,375.06604,368.29201,368.16159,374.05448,375.1136,383.68662,385.66036,383.6189,383.98692,382.74919,389.01903,382.25894,378.14429,372.48756,377.52403,393.58478,381.01437,385.09132,387.28339,384.41291,385.41056,388.11681,387.91925,384.9779,378.41752,378.27331,382.18478,388.88238,393.19173,392.7745,390.19852,386.29532,392.21131,391.46628,384.4973700000001,387.46351,383.99067,375.6985,380.29745,386.77244,389.54400000000004,391.08415,387.58339,394.77553,396.53975,392.18063,392.29533,390.79195,392.87822,378.96095,381.70762,387.13677,389.45253,391.11057,398.23426,399.41681,393.44525,394.03359,392.69277,391.30813,387.1306,386.28033,380.53934,383.91707,389.47561,401.23542,395.7033,396.13649,393.22203,395.67042,394.48446,396.6474,387.58971,381.05296,382.1979,396.05171,402.11584,396.81289,397.13,398.85109,399.30831,398.02163,400.02295,393.68359,392.18037,391.29608,394.44311,385.43614,391.34789,400.97989,396.71714,400.9548,399.49172,400.01122,396.92046,398.34008,391.96279,385.79491,391.35839,417.15379,395.43986,401.9867,399.32478,400.01632,396.80948,401.94823,400.33599,396.63797,393.83187,389.70099,388.42944,393.01286,396.24079,402.41404,402.61421,405.58891,405.57617,404.64776,402.21034,402.24785,397.9578,389.2364,402.65528,402.12221,406.17594,407.18273,409.73368,405.04744,403.73937,405.1498,404.45299,401.82489,396.79676,390.51441,386.17401,402.06721,406.51101,414.45188,408.63545,406.96713,407.66643,405.69381,408.78591,407.81504,409.19412,403.68727,397.23699,407.17309,413.91668,407.6153,409.96575,409.81168,410.40339,410.18293,410.04381,402.30932,400.12432,397.53196,394.79081,409.62957,409.36485,408.3454,411.88067,409.55778,411.07385,411.21335,413.84628,411.71591,406.5329,394.5209,389.54456,407.9793,403.31628,413.54596,416.45952,415.98594,413.87638,418.01092,417.06741,413.59488,409.64855,403.39894,407.04993,411.15342,407.29900000000004,420.99456,416.6266,422.61049,425.0106,419.48142,418.69807,415.53748,405.92137,408.15349,409.91296,438.78512,425.09544000000005,418.9717,421.56898
